ID	Value
htd11001	पंचकूला\N-NNP की\CC_CCS मोरनी\N-NNP येथे\DM_DMD असलेल्या\V_VM माउंट\N-NNP क्वैलला\N-NNP हरियाणामधील\N-NNP मिनी\N_NN शिमला\N-NNP म्हणून\CC_CCD ओळखले\V_VM जाते.\V_VAUX
htd11002	चंदीगडपासून\N-NNP ४५\QT_QTC किलोमीटर\N_NN अंतरावर\N_NN समुद्रतळ\N_NN ३\QT_QTC ,\RD_PUNC ५००\QT_QTC फूट\N_NN उंचीवर\N_NN असलेले\V_VM माउंट\N-NNP क्वैलचे\N-NNP अंतर\N_NN मोरनीपासून\N-NNP केवळ\JJ ६\QT_QTC किलोमीटर\N_NN आहे.\V_VM
htd11003	माउंट\N-NNP क्वैलमध्ये\N-NNP अमर्यादित\JJ खोल\JJ असणारे\V_VM तलाव\N_NN पाहण्यासारखे\V_VM आहेत.\V_VAUX
htd11004	उंच\JJ देवदार\N_NN तसेच\CC_CCD चीडच्या\N_NN वृक्षांनी\N_NN वेढलेल्या\V_VM ह्या\DM_DMR जागेवर\N_NN वन्य\N_NN प्राण्यांच्या\N_NN जीवनाची\N_NN झलक\N_NN देखील\RB मोठ्या\JJ सहजतेने\N_NN पाहता\V_VM येते.\V_VAUX
htd11005	माउंट\N-NNP क्वैलचा\N-NNP काना-कोपरा\N_NN पर्यटकांना\N_NN रोमांचित\JJ करतो.\V_VM
htd11006	माउंट\N-NNP क्वैलपासून\N-NNP काही\QT_QTF अंतरावर\N_NN मोरनीतील\N-NNP ब्रिटिश\N_NN कालीन\N_NN किल्ला\N_NN आणि\CC_CCD वक्राकार\JJ रस्ते\N_NN ह्या\DM_DMR प्रवासाला\N_NN आणखी\QT_QTF रोमांचकारी\JJ बनवतात.\V_VM
htd11007	माउंट\N-NNP क्वैलचे\N-NNP एडवंचर\N_NN थीम\N_NN पार्क\N_NN ,\RD_PUNC पॅनोरमा\N_NN व्हॅली\N_NN व्ह्यू\N_NN ,\RD_PUNC रिवर\N_NN व्ह्यू\N_NN ,\RD_PUNC पिंक\N_NN ट्रेक\N_NN ,\RD_PUNC रिवर\N_NN ट्रेक\N_NN आणि\CC_CCD हर्बल\N_NN गार्डन\N_NN पाहण्यासारखे\V_VM आहेत.\V_VAUX
htd11008	माउंट\N-NNP क्वैलचे\N-NNP एडवंचर\N_NN थीम\N_NN पार्क\N_NN ,\RD_PUNC पॅनोरमा\N_NN व्हॅली\N_NN व्ह्यू\N_NN ,\RD_PUNC रिवर\N_NN व्ह्यू\N_NN ,\RD_PUNC पिंक\N_NN ट्रेक\N_NN ,\RD_PUNC रिवर\N_NN ट्रेक\N_NN आणि\CC_CCD हर्बल\N_NN गार्डन\N_NN पाहण्यासारखे\V_VM आहेत.\V_VAUX
htd11009	हरियाणाचे\N-NNP शेवटचे\N_NN टोक\N_NN आणि\CC_CCD हिमाचल\N-NNP प्रदेशाचे\N-NNP प्रवेशद्वार\N_NN ह्यांच्या\PR_PRP आधी\RB असलेली\V_VM ३५०\QT_QTC वर्ष\N_NN जुनी\JJ यादवेंद्रा\N-NNP बाग\N_NN (\RD_SYM पिंजोर\N-NNP बाग\N_NN )\RD_SYM आहे.\V_VM
htd11010	१७व्या\QT_QTO शतकात\N_NN औरंगजेबचे\N-NNP सूबेदार\N_NN तसेच\CC_CCD चुलत\N_NN भाऊ\N_NN फिदाईखान\N-NNP यांनी\PR_PRL लाहौरच्या\N-NNP शालीमार\N-NNP बागेच्या\N_NN धर्तीवर\N_NN याचे\PR_PRP बांधकाम\N_NN केले.\V_VM
