ID	Value
htd14001	दूसर्‍या\QT_QTC किनार्‍यावरदेखील\N_NN आम्ही\PR_PRF गेलो\V_VM .\RD_PUNC
htd14002	परतल्यावर\V_VM येथील\DM_DMD फोटो\N_NN पाहून\V_VM वाटते\V_VAUX की\CC_CCS येथे\DM_DMD लाटा\N_NN होत्या\V_VM .\RD_PUNC
htd14003	नील\N_NNP बेटावर\N_NN प्लास्टिक\N_NN होडीत\N_NN लागलेल्या\V_VM आरशातून\N_NN समुद्रात\N_NN काही\QT_QTF फूट\N_NN खोल\JJ विविध\JJ आकार-प्रकार\N_NN व\CC_CCD रंगांच्या\N_NN प्रवाळाच्या\N_NN अप्रतिम\JJ जगाशी\N_NN ओळख\N_NN झाली\V_VM .\RD_PUNC
htd14004	अनेक\QT_QTF किनार्‍यावर\N_NN रोमांचप्रेमी\JJ पर्यटकांना\N_NN अनुभवी\N_NN मार्गदर्शकाच्या\N_NN देखरेखीमध्ये\N_NN प्रवाळ\N_NN व\CC_CCD जीवजंतूना\N_NN जवळून\RB अनुभवण्यासाठी\V_VM स्नोरकेलिंगदेखील\N_NN करण्यास\V_VM मिळते\V_VAUX .\RD_PUNC
htd14005	नारळ\N_NN इतके\QT_QTF की\CC_CCS पाण्याची\N_NN आवश्यकता\N_NN भासली\V_VM नाही\V_VAUX .\RD_PUNC
htd14006	लालबदामी\JJ रंगाच्या\N_NN नारळाचे\N_NN पाणी\N_NN जास्त\QT_QTF गोड\JJ असते\V_VM .\RD_PUNC
htd14007	झाडावर\N_NN लागलेले\V_VM हिरवे\JJ नारळ\N_NN मोठ्या\JJ आकाराचे\N_NN झाले\V_VM तर\CC_CCS स्वाद\N_NN कोका-कोला\N_NN सारखा\N_NN होतो\V_VM पिऊन\V_VAUX असे\RB वाटले\V_VM देखील\RB .\RD_PUNC
htd14008	हिरव्या\JJ रंगाच्या\N_NN सामान्य\JJ नारळात\N_NN गोडवा\N_NN व\CC_CCD स्वाद\N_NN सामान्य\JJ असतो\V_VM .\RD_PUNC
htd14009	आतील\N_NST गर\N_NN खायचा\V_VM असेल\V_VAUX तर\CC_CCS नारळापासूनच\N_NN बनवलेला\V_VM चमचा\N_NN लगेच\N_NN उपल्ब्ध\JJ .\RD_PUNC
htd14010	आरोग्यसुद्धा\N_NN आणि\CC_CCD आनंददेखील\N_NN तहान\N_NN भागली\V_VM ती\DM_DMR वेगळी\JJ .\RD_PUNC
htd14011	नील\N_NN मध्ये\N_NST रात्री\N_NN थांबू\V_VM शकता\V_VAUX आम्हाला\PR_PRF तर\CC_CCS दुपारनंतर\N_NN परतायचेच\V_VM होते\V_VAUX .\RD_PUNC
htd14012	परत\RB येतानाचा\V_VM प्रवास\N_NN हॅवलॉक\N_NN बेटाला\N_NN स्पर्श\N_NN करत\V_VM राहिला\V_VAUX .\RD_PUNC
htd14013	येथे\DM_DMD देखील\RB रात्री\N_NN थांबण्यासाठी\V_VM सुखदायक\N_NN ठिकाणे\N_NN आहेत\V_VM .\RD_PUNC
htd14014	हॅवलॉकपासून\N_NN स्वारी\N_NN उतरवून\V_VM व\CC_CCD पत्र\N_NN चढवून\V_VM जहाज\N_NN जेव्हा\CC_CCS पोर्ट\N_NNP ब्लेयरच्या\N_NNP दिशेने\N_NN चालले\V_VM तेव्हा\CC_CCS संध्याकाळचा\N_NN रंग\N_NN पाण्यावर\N_NN उतरत\V_VM होता\V_VAUX .\RD_PUNC
htd14015	पाऊस\N_NN पडून\V_VM थांबला\V_VAUX तर\CC_CCS चालत्या\V_VM हवेने\N_NN लाटांची\N_NN चाल\N_NN बदलली\V_VM .\RD_PUNC
htd14016	हवा\N_NN समोरुन\N_NST येत\V_VM होती\V_VAUX .\RD_PUNC
htd14017	लाटा\N_NN परेशान\N_NN ,\RD_PUNC जहाज\N_NN हलके\JJ गचके\N_NN खात\V_VM राहिले\V_VAUX .\RD_PUNC
htd14018	अशा\JJ अनेक\QT_QTF पर्यटकांना\N_NN डोकेदुखी\N_NN होते\V_VM (\RD_SYM सी\N_NN सिकनेस)\N_NN .\RD_PUNC
htd14019	डेकवर\N_NN उभे\JJ राहिले\V_VM तर\CC_CCS गर्द\JJ रंगांमध्ये\N_NN डूबणारे\V_VM पाणी\N_NN भीतीने\N_NN भरलेला\V_VM रोमांच\JJ रोमा-रोमात\N_NN भरतो\V_VM .\RD_PUNC
htd14020	नीलपासून\N_NNP वाया\N_NN हॅवलॉक\N_NN वरुन\N_NST पोर्ट\N_NNP ब्लेयर\N_NNP पर्यंत\N_NN चार\QT_QTC तासापेक्षा\N_NN जास्त\QT_QTF वेळ\N_NN घेतो\V_VM .\RD_PUNC
htd14021	ह्या\DM_DMR जहाजात\N_NN स्टाफ\N_NN कॅंटीनदेखील\N_NN खुले\JJ नव्हते\V_VM ,\RD_PUNC येथे\DM_DMD समजले\V_VM की\CC_CCS चहा\N_NN किती\DM_DMQ जरूरी\N_NN आहे\V_VM .\RD_PUNC
htd14022	आता\N_NST नौसेनाच्या\N_NN ताब्यात\N_NN असलेले\V_VM ,\RD_PUNC कधी\N_NST इंग्रज\N_NN व\CC_CCD जापान\N_NNP ह्यांची\PR_PRP राजधानी\N_NN राहिलेले\V_VM रौस\N_NNP बेट\N_NNP पोर्ट\N_NNP ब्लेयरच्या\N_NNP शेजारी\N_NN आहे\V_VM .\RD_PUNC
htd14023	पुढच्या\N_NST सकाळचा\N_NN प्रवास\N_NN तीन\QT_QTC बेटांचा\N_NN प्रवास\N_NN करणारा\V_VM राहिला\V_VAUX परंतू\CC_CCD आम्हाला\PR_PRF फक्त\JJ रौसला\N_NNP जायचे\V_VM होते\V_VAUX .\RD_PUNC
htd14024	जाताना\V_VM डाव्या\JJ बाजूला\N_NST जो\PR_PRL टापू\N_NN दिसतो\V_VM तो\DM_DMR उत्तरेकडील\N_NN उपसागर\N_NN आहे\V_VM .\RD_PUNC
htd14025	ह्याचा\PR_PRP फोटो\N_NN वीस\QT_QTC रुपयाच्या\N_NN भारतीय\JJ नोटांच्या\N_NN मागील\N_NST भागावर\N_NN उपयोग\N_NN केला\V_VM आहे\V_VAUX .\RD_PUNC
htd14026	पंधरा\QT_QTC मिनटात\N_NN आम्ही\PR_PRF रौसला\N_NNP पोहचलो\V_VM .\RD_PUNC
htd14027	लोखंडाच्या\N_NN गोल\JJ खांबावर\N_NN दोर\N_NN फेकून\V_VM जहाजाला\N_NN थांबवले\V_VM .\RD_PUNC
