ID	Value
htd6001	कायमच\N_NN रहस्यमय\JJ राहिले\V_VM आहे\V_VAUX सुंदरबन\N-NNP ,\RD_PUNC रॉयल\N_NN बंगाल\N_NN वाघांचे\N_NN हे\DM_DMR ठिकाण\N_NN यूनेस्कोच्या\N-NNP वैश्विक\N_NN ठेव\N_NN म्हणून\CC_CCD गणल्या\V_VM गेलेल्या\V_VAUX स्थळांच्या\N_NN यादीत\N_NN सहभागी\N_NN आहे\V_VM .\RD_PUNC
htd6002	सुंदरबनचे\N-NNP अस्तित्व\N_NN खरोखर\RB त्या\PR_PRL लोकांसाठी\N_NN आनंदाचे\N_NN कारण\N_NN बनते\V_VM ज्यांना\PR_PRL जंगलाविषयी\N_NN प्रेम\N_NN आहे\V_VM .\RD_PUNC
htd6003	जगातील\N_NN सर्वात\RP_INTF धोकादयक\N_NN मांजरांच्या\N_NN जातीचे\N_NN आश्रयस्थान\N_NN असण्याबरोबरच\V_VM सुंदरबन\N-NNP प्राण्यांच्या\N_NN एका\QT_QTC विस्तृत\N_NN श्रृंखलेचे\N_NN देखील\RB आश्रयस्थान\N_NN आहे\V_VM .\RD_PUNC
htd6004	सुंदरबनमध्ये\N-NNP ऑलिव्ह\N_NN रिडले\N_NN ,\RD_PUNC समुद्री\N_NN कासव\N_NN ,\RD_PUNC हर\N_NN कासव\N_NN ,\RD_PUNC हॉक्‍स\N_NN बिल\N_NN टर्टल\N_NN ,\RD_PUNC हार्ड\N_NN शेल\N_NN बटगर\N_NN टेरापिन\N_NN ,\RD_PUNC किंग\N_NN कोबरा\N_NN ,\RD_PUNC चेकर्ड\N_NN किलबैक\N_NN आणि\CC_CCD एस्टुएरिन\N_NN मगर\N_NN समाविष्ट\JJ आहेत\V_VM .\RD_PUNC
htd6005	येथे\DM_DMD साजनेखली\N-NNP पक्षी\N_NN अभयारण्य\N_NN आहेत\V_VM .\RD_PUNC
htd6006	येथे\DM_DMD ऑस्प्रे\N_NN ,\RD_PUNC ग्रे\N_NN हिरोन्स\N_NN ,\RD_PUNC स्पॉटेड\N_NN बिल\N_NN पेलीकन्स\N_NN ,\RD_PUNC व्हाइट\N_NN आइबिस\N_NN ,\RD_PUNC इगल्स\N_NN ,\RD_PUNC किंगफिशर्स\N_NN ,\RD_PUNC फैलकन्स\N_NN ,\RD_PUNC हेरींग\N_NN गुल्स\N_NN कैस्पियन\N_NN टर्न्स\N_NN आणि\CC_CCD ओपेन\N_NN बिन\N_NN हिरोन्स\N_NN मोठ्या\JJ संख्येने\N_NN आहेत\V_VM .\RD_PUNC
htd6007	सुंदरबन\N-NNP पक्षी\N_NN प्रेमीजनांसाठी\N_NN स्वर्गाप्रमाणे\N_NN आहे\V_VM .\RD_PUNC
htd6008	महामार्गाने\N_NN कोलकात्यापासून\N-NNP सुंदरबनपर्यंतचा\N-NNP रस्ता\N_NN सुमारे\N_NN ११२\QT_QTC किलोमीटर\N_NN लांब\JJ आहे\V_VM .\RD_PUNC
htd6009	तुम्ही\PR_PRP गोठखलीला\N-NNP जाण्यासाठी\V_VM कारचा\N_NN वापर\N_NN करु\V_VM शकतात\V_VAUX .\RD_PUNC
htd6010	रस्ता\N_NN मार्ग\N_NN येथे\DM_DMD संपतो\V_VM .\RD_PUNC
