ID	Value
htd5001	अमेरिकेमधील\N-NNP जवळजवळ\RB सर्व\QT_QTF महानगरांमध्ये\N_NN आपल्याला\PR_PRF मोठ्या-मोठ्या\JJ गगनचुंबी\JJ इमारती\N_NN तसेच\CC_CCD धकाधकीचे\N_NN जीवन\N_NN पाहायला\V_VM मिळते.\V_VAUX
htd5002	पेनसिल्व्हेनिया\N-NNP राज्याच्या\N_NN फिलाडेल्फिया\N-NNP मध्ये\RP_RPD प्रवेश\N_NN करताच\V_VM हा\DM_DMR आपल्याला\PR_PRF अमेरिकेच्या\N-NNP दुसर्‍या\QT_QTO महानगरांपासून\N_NN वेगळे\JJ करते.\V_VM
htd5003	युरोपमधील\N-NNP नगरांपासून\N_NN हे\DM_DMR जास्त\QT_QTF जवळ\RB आहे.\V_VM
htd5004	फिलाडेल्फियामधील\N-NNP अधिकांश\QT_QTF इमारती\N_NN युरोपीय\JJ शैलीच्या\N_NN आहेत.\V_VM
htd5005	फिलाडेल्फियाने\N-NNP जुन्या\JJ स्वरूपाला\N_NN आजही\RP_RPD जपून\V_VM ठेवले\V_VAUX आहे.\V_VAUX
htd5006	फिलाडेल्फिया\N-NNP एक\QT_QTC जीवंत\N_NN तसेच\CC_CCD लोकांची\N_NN वर्दळ\N_NN असलेले\V_VM पर्यटन\N_NN स्थळ\N_NN आहे.\V_VM
htd5007	फिलाडेल्फिया\N-NNP नगराचा\N_NN मध्यभाग\N_NN पश्‍चिमेला\N_NN स्कूलकिल\N-NNP नदीपासून\N_NN दूसरीकडे\QT_QTO पूर्वेला\N_NN डेलावेयर\N-NNP नदीपर्यंत\N_NN जवळजवळ\RB २\QT_QTC मैलाच्या\N_NN लांबी\N_NN पर्यंत\RP_RPD पसरेलेले\V_VM आहे.\V_VAUX
htd5008	येथील\PR_PRL सर्व\QT_QTF प्रेक्षणीय\JJ स्थळे\N_NN नगराच्या\N_NN मध्यभागातच\N_NN आहेत.\V_VM
htd5009	ही\DM_DMR सर्व\QT_QTF स्थळे\N_NN एकमेकांपासून\PR_PRC इतकी\QT_QTF जवळ\RB आहेत\V_VM की\PSP तुम्ही\PR_PRP पायी\N_NN फिरून\V_VM सहजपणे\RB पाहू\V_VM शकता.\V_VAUX
htd5010	तुम्ही\PR_PRP फिलाडेल्फिया\N-NNP नगराचे\N_NN भ्रमण\N_NN इंडिपेंडेंस\N-NNP नेशनल\N-NNP हिस्टोरिक\N-NNP उद्यानापासून\N_NN सुरु\JJ करु\V_VM शकता.\V_VAUX
htd5011	ह्या\DM_DMR एक\QT_QTC मैलभर\N_NN हद्दीत\N_NN अमेरिकेचा\N-NNP बहुमूल्य\JJ इतिहास\N_NN लपलेला\V_VM आहे.\V_VAUX
htd5012	इंडिपेंडेंस\N-NNP नेशनल\N-NNP हिस्टोरिक\N-NNP उद्यान\N_NN पश्‍चिमेला\N_NN डेलावेयर\N-NNP नदी\N_NN अर्थात\N_NN वालनट\N-NNP तसेच\CC_CCD आर्च\N-NNP स्ट्रीटपर्यंत\N_NN पसरलेले\V_VM आहे.\V_VAUX
htd5013	येथे\DM_DMD फिरायला\V_VM तुम्हाला\PR_PRP पूर्ण\JJ दिवस\N_NN लागू\V_VM शकतो.\V_VAUX
htd5014	येथे\DM_DMD बनलेल्या\V_VM लाल\JJ विटांच्या\N_NN इमारतीं\N_NN जॉर्जियन\JJ शिल्पकलेचे\N_NN सर्वोत्तम\JJ उदाहरण\N_NN आहेत.\V_VM
htd5015	मार्केट\N_NN स्ट्रीटच्या\N_NN पश्‍चिमेला\N_NN २\QT_QTC सर्वश्रेष्‍ठ\JJ संग्रहालये\N_NN आहेत.\V_VM
htd5016	यापैकी\RP_RPD एक\QT_QTC अमेरिकेतील\N-NNP यहूदी\N_NN लोकांचा\N_NN इतिहास\N_NN तसेच\CC_CCD संस्कृतीला\N_NN समर्पित\JJ आहे.\V_VM
htd5017	येथे\DM_DMD यहूदी\N_NN यांचे\PR_PRL एक\QT_QTC पूजास्थळ\N_NN सिनोगाग\N_NN तसेच\CC_CCD धार्मिक\JJ स्वातंत्र्याची\N_NN मूर्तिसुद्धा\N_NN तुम्हाला\PR_PRP पाहायला\V_VM मिळेल.\V_VAUX
htd5018	दूसरे\QT_QTO संग्रहालय\N_NN फिलाडेल्फियाच्या\N-NNP त्या\PR_PRL अश्‍वेत\N_NN अफ्रो\N-NNP अमेरिकन्सची\N-NNP गोष्ट\N_NN सांगते.\V_VM
htd5019	हे\DM_DMR २०\QT_QTC व्या\N_NN शतकाच्या\N_NN सुरुवातीला\N_NN अमेरिकेच्या\N-NNP पुनर्रचनेदरम्यान\N_NN येथे\DM_DMD येऊन\V_VM वसले.\V_VAUX
htd5020	येथून\PR_PRL थोड्या\QT_QTF अंतरावर\N_NN आहे\V_VM अमेरिकेचे\N-NNP सुप्रसिद्ध\JJ कवि\N_NN ,\N_NN कथाकार\N_NN ,\N_NN संपादक\N_NN तसेच\CC_CCD साहित्यिक\N_NN आलोचक\N_NN एडगर\N-NNP एलन\N-NNP पोंच्या\N-NNP स्मृतीत\N_NN बनवलेले\V_VM संग्रहालय.\N_NN
htd5021	ह्या\DM_DMR प्रदेशात\N_NN काही\QT_QTF सुंदर\JJ कलादालने\N_NN देखील\RB आहेत.\V_VM
htd5022	रिटेन\N-NNP हाउस\N-NNP स्क्वायर`\N-NNP फिलाडेल्फियातील\N-NNP सर्वात\RP_INTF फॅशनेबल\N_NN प्रदेश\N_NN आहे.\V_VM
htd5023	ह्याच्या\PR_PRL एका\QT_QTC किनार्‍यावर\N_NN वालनट\N-NNP स्ट्रीटचा\N_NN आधुनिक\JJ बाजार\N_NN आहे.\V_VM
htd5024	दूसर्‍या\QT_QTO किनार्‍यावर\N_NN लाल\JJ रंगाच्या\N_NN खडकांपासून\N_NN बनवलेल्या\V_VM घरांचा\N_NN निवासीप्रदेश\N_NN आहे.\V_VM
htd5025	येथील\PR_PRL एका\QT_QTC संग्रहालयात\N_NN तुम्हाला\PR_PRP ३०\QT_QTC हजारापेक्षाही\N_NN जास्त\QT_QTF दुर्लभ\JJ पुस्तकें\N_NN पाहायला\V_VM मिळतील.\V_VAUX
htd5026	या\DM_DMR संग्रहालयापासून\N_NN थोड्या\QT_QTF अंतरावर\N_NN एक\QT_QTC अन्य\JJ अत्यंत\RP_INTF अद्भूत\N_NN संग्रहालय\N_NN आहे.\V_VM
htd5027	येथे\DM_DMD तुमच्या\PR_PRP मनाला\N_NN थक्क\N_NN करणारी\V_VM मेणाची\N_NN गाठ\N_NN पाहायला\V_VM मिळेल.\V_VAUX
htd5028	त्वचा\N_NN के\N_NN संसर्गित\N_NN रोगांना\N_NN दर्शविणारे\V_VM नमुन्या\N_NN शिवाय\N_NN अनेक\QT_QTF रचना\N_NN देखील\N_NN आहेत.\V_VM
htd5029	शेवटी\N_NN मेणाची\N_NN जुळी\N_NN मुलेसुद्धा\N_NN पाहायला\V_VM मिळतील.\V_VAUX
htd5030	एक\QT_QTC मैल\N_NN अंतरावर\N_NN वसलेले\V_VM आहे\V_VAUX फिलाडेल्फिया\N-NNP म्यूजियम\N_NN ऑफ\N_NN आर्ट.\N_NN
htd5031	येथे\DM_DMD तुम्हाला\PR_PRP काही\QT_QTF दुर्लभ\N_NN प्राचीन\JJ कलाकृतींचे\N_NN नमूने\N_NN पाहायला\V_VM मिळतील.\V_VAUX
htd5032	जर\CC_CCS तुम्ही\PR_PRP फ्रेंकलिन\N-NNP उद्यानापासून\N_NN थोडे\QT_QTF पुढे\N_NST गेलात\V_VM तर\CC_CCS संगमरमरच्या\N_NN भींतीनीं\N_NN वेढलेल्या\V_VM रोडिन\N-NNP संग्रहालयात\N_NN पोहोचाल.\V_VM
htd5033	ग्रंथालयाच्या\N_NN जवळच\RB आहे\V_VM फ्रेंकलिन\N-NNP संस्थेचे\N_NN विशाल\JJ विज्ञान\N_NN संग्रहालय\N_NN आहे.\V_VM
