ID	Value
htd4001	``वन्य\N_NN पशुंनी\N_NN समृद्ध\JJ वनांनी\N_NN ,\RD_PUNC चांदीप्रमाणे\N_NN चमकणार्‍या\V_VM झर्‍यांनी\N_NN ,\RD_PUNC आकाशातील\N_NN निळ्या\JJ प्रकाशाला\N_NN सामावुन\V_VM घेणारे\V_VM तलाव\N_NN ,\RD_PUNC शीतोष्ण\JJ जलधारा\N_NN ,\RD_PUNC आणि\CC_CCD जीवन\N_NN दायिनी\N_NN नद्यांनी\N_NN सजलेला\V_VM बिहार\N-NNP प्रदेश\N_NN निसर्ग\N_NN रूपी\N_NN सुंदर\JJ स्त्रीच्या\N_NN अंगठीतील\N_NN हिर्‍याप्रमाणे\N_NN आहे\V_VM .\RD_PUNC
htd4002	``प्राकृतिक\JJ सौंदर्याने\N_NN संपन्न\N_NN बिहार\N-NNP प्रदेशाने\N_NN जगातील\N_NN युग\N_NN -\RD_SYM धर्म\N_NN ,\RD_PUNC तसेच\CC_CCD प्राचीन\JJ व\CC_CCS आधुनिक\JJ राजकारणात\N_NN क्रांतीकारी\N_NN परिवर्तन\N_NN आणण्यात\V_VM अग्रेसर\JJ भूमिका\N_NN वठविली\V_VM आहे\V_VAUX .\RD_PUNC
htd4003	``बिहारच्या\N_NN पवित्र\JJ भूमीवर\N_NN भगवान\N_NN बुद्ध\N-NNP ,\RD_PUNC भगवान\N_NN महावीर\N-NNP ,\RD_PUNC आणि\CC_CCD गुरु\N_NN गोविंदसिंह\N-NNP महाराजांनी\N_NN जगाला\N_NN नवी\JJ दिशा\N_NN देणाऱ्या\V_VM धर्मांची\N_NN स्थापना\N_NN केली\V_VM .\RD_PUNC
htd4004	``सम्राट\JJ चंद्रगुप्त\N_NN ,\RD_PUNC प्रियदर्शी\N_NN अशोक\N_NN महान\JJ तसेच\CC_CCD शेरशाह\N-NNP सूरी\N-NNP यांनी\PR_PRL येथूनच\PR_PRL आजच्या\RB संपूर्ण\JJ भारताची\N_NN रचना\N_NN केली\V_VM .\RD_PUNC
htd4005	राष्ट्रपिता\JJ महात्मा\N_NN गांधी\N_NN यांनी\PR_PRL बिहारला\N-NNP येऊन\V_VM देशाला\N_NN परकीय\JJ दास्यातून\N_NN मुक्त\JJ करण्याचे\V_VM युद्ध\N_NN छेडले\V_VM तर\CC_CCS लोकनायक\N_NN जयप्रकाश\N_NN यांनी\N_NN राष्ट्रीय\JJ राजकारणाला\N_NN नवी\JJ दिशा\N_NN दिली\V_VM .\RD_PUNC
htd4006	अशा\JJ अनेक\QT_QTF गाथा\N_NN भारत\N-NNP देशाच्या\N_NN इतिहासाच्या\N_NN पानांवर\N_NN सुवर्णाक्षरांत\N_NN कोरलेल्या\V_VM आहेत\V_VAUX .\RD_PUNC
htd4007	``त्या\PR_PRL गाथांचे\N_NN साक्षीदार\N_NN असणारी\V_VM असंख्य\JJ प्रतीके\N_NN ,\RD_PUNC भग्नावशेष\N_NN ,\RD_PUNC भवने\N_NN तसेच\CC_CCD स्मारके\N_NN आजही\RB बिहारच्या\N_NN भूमीवर\N_NN दिसतात\V_VM .\RD_PUNC
htd4008	``हे\DM_DMR साक्षीदार\N_NN येणाऱ्या\V_VM अतिथींना\N_NN आपला\PR_PRF गौरवशाली\JJ इतिहास\N_NN ,\RD_PUNC मौनाने\N_NN असेना\V_VM का\PR_PRQ ,\RD_PUNC सांगून\V_VM अशाप्रकारे\RB संमोहित\N_NN करतात\V_VM की\CC_CCS येथे\DM_DMD एकदा\QT_QTO यणारा\V_VM वारंवार\RB येण्यासाठी\V_VM जणू\RP_RPD काही\QT_QTF विवश\N_NN होतो\V_VM .\RD_PUNC
htd4009	पटनाला\N_NNP कसे\PR_PRQ जावे\V_VM ?\RD_SYM
htd4010	``पटनातील\N_NN जवळचे\RB विमानतळ\N_NN ````\RD_PUNC जयप्रकाश\N_NN नारायण\N_NN आंतरराष्ट्रीय\JJ विमानतळ\N_NN ,\RD_PUNC पटना\N_NN ````\RD_PUNC हे\DM_DMR आहे\V_VM .\RD_PUNC
htd4011	पटनातील\N_NNP जवळचे\RB रेल्वेस्टेशन\N_NN पटना\N_NNP जंक्शन\N_NN (\RD_SYM दिल्ली\N_NNP हावडा\N_NNP मुख्य\JJ रेल्वे\N_NN मार्ग\N_NN )\RD_SYM आहे\V_VM .\RD_PUNC
htd4012	पटनातील\N_NNP जवळचे\RB रेल्वेस्टेशन\N_NN पटना\N_NNP जंक्शन\N_NN (\RD_SYM दिल्ली\N_NNP हावडा\N_NNP मुख्य\JJ रेल्वे\N_NN मार्ग\N_NN )\RD_SYM  आहे\V_VM .\RD_PUNC
htd4013	``पटना\N_NNP रस्त्याने\N_NN दिल्लीहून\N_NNP १०१५\QT_QTC किमी\N_NN .\RD_PUNC ,\RD_PUNC कलकत्त्याहून\N_NNP ५५६\QT_QTC किमी\N_NN ,\RD_PUNC मुंबईपासून\N_NNP १८०२\QT_QTC किमी\N_NN .\RD_PUNC अंतरावर\N_NN आहे\V_VM .\RD_PUNC``
htd4014	``बिहारची\N_NN राजधानी\N_NN पटना\N_NN आज\RB जेथे\PR_PRL आहे\V_VM ,\RD_PUNC तेथे\PR_PRL कधी\PR_PRQ काळी\N_NN इतिहासात\N_NN प्रसिद्ध\JJ मगध\N_NN साम्राज्याची\N_NN राजधानी\N_NN पाटलिपुत्र\N_NN होती\V_VM .\RD_PUNC
htd4015	पटना\N_NN शहर\N_NN अनेक\QT_QTF राजवंशाच्या\N_NN उदयास्ताचे\N_NN मूक\N_NN साक्षीदार\N_NN आहे\V_VM .\RD_PUNC
htd4016	इसवी\N_NN सन\N_NN पूर्व\N_NN सहाव्या\QT_QTO शतकापासून\N_NN इसवी\N_NN सनानंतर\N_NN पाचव्या\QT_QTO शतकापर्यंत\N_NN सुमारे\N_NN एक\QT_QTC हजार\N_NN वर्षांचा\N_NN काळ\N_NN पटना\N_NN शहराचा\N_NN सुवर्ण\JJ काळ\N_NN गणला\V_VM जातो\V_VAUX .\RD_PUNC .\RD_PUNC
htd4017	मगध\N_NN साम्राज्याला\N_NN सुरक्षित\JJ करण्याच्या\V_VM उद्देशाने\N_NN मगध\N_NN वंशाचा\N_NN दुसरा\QT_QTO शासक\N_NN अजातशत्रु\N_NN याने\PR_PRL गंगा\N-NNP नदीच्या\N_NN किनाऱ्यावर\N_NN वसलेल्या\V_VM पाटलिग्रामात\N-NNP सर्वप्रथम\QT_QTO एका\QT_QTC छोट्या\JJ किल्ल्याचे\N_NN निर्माण\N_NN केले\V_VM होते\N_NN .\RD_PUNC
htd4018	हेच\DM_DMR पाटलिपुत्र\N-NNP पुढे\N_NST जाऊन\V_VM पाटलिपुत्र\N-NNP नामक\N_NN महानगर\N_NN म्हणून\CC_CCS_UT विकसित\JJ झाले\V_VM .\RD_PUNC
htd4019	``पाटलिग्रामहून\N-NNP सिकंदराचा\N-NNP समकालीन\N_NN सम्राट\JJ अशोक\N-NNP ,\RD_PUNC ज्याने\PR_PRL बौद्ध\JJ धर्माचा\N_NN प्रचार\N_NN -\RD_SYM प्रसारात\N_NN अनन्यसाधारण\N_NN भूमिका\N_NN निभावली\V_VM होती\V_VAUX त्याने\PR_PRC भारत\N_NN देशावर\N_NN शासन\N_NN केले\V_VM .\N_NN
htd4020	गुप्त\N-NNP तसेच\CC_CCD शुंग\N-NNP वंशातील\N_NN राजांचे\N_NN सत्ता\N_NN केंद्रही\N_NN पाटलिपुत्रच\N_NN होते\V_VM .\RD_PUNC
htd4021	``अफगाण\N_NN शासक\N_NN शेरशाह\N_NN सूरी\N_NN (\RD_SYM १६वे\QT_QTO शतक\N_NN )\RD_SYM तसेच\CC_CCD मुघल\N_NN शासक\N_NN औरंगजेबाचा\N-NNP नातू\N_NN अजीमुश्शान\N-NNP (\RD_SYM १८वे\QT_QTO शतक\N_NN )\RD_SYM ,\RD_PUNC याने\PR_PRL पटना\N-NNP शहराला\N_NN अजीमाबाद\N-NNP असे\JJ नाव\N_NN दिले\V_VM होते\V_VAUX .\N_NN
htd4022	अजीमुश्शानने\N_NN सुद्धा\RP_RPD पाटलिपुत्र\N_NN आपले\PR_PRF सत्ता\N_NN केंद्र\N_NN बनवले\V_VM होते\V_VAUX .\RD_PUNC
htd4023	प्राचीन\JJ पाटलिपुत्राचे\N_NN भंगलेले\V_VM अवशेष\N_NN पटना\N_NN शहराच्या\N_NN सीमेत\N_NN आजही\RB पाहता\V_VM येतात\V_VAUX .\RD_PUNC
htd4024	मधमाशीच्या\N_NN पोळ्याच्या\N_NN आकाराचे\N_NN ९६\QT_QTC फुट\N_NN उंच\JJ गोलघराचे\N_NN निर्माण\N_NN सन\N_NN १७८६\N_NN (\RD_SYM जुलै\N_NN )\RD_SYM मध्ये\RP_RPD कॅप्टन\N_NN जॉन\N-NNP गार्स्टीन\N-NNP नावाच्या\N_NN इंग्रज\N_NN अधिकाऱ्याने\N_NN करवले\V_VM होते\V_VAUX .\RD_PUNC
htd4025	पटना\N_NNP संग्रहालयात\N_NN मौर्य\N_NN आणि\CC_CCD गुप्तकाळातील\N_NN धातु\N_NN तसेच\CC_CCD प्रस्तरापासून\N_NN निर्मित\N_NN अनेक\QT_QTF कलाकृती\N_NN संरक्षित\JJ आहेत\V_VM .\RD_PUNC
htd4026	अरबी\N_NN तसेच\CC_CCD फारसी\N_NN भाषांमधे\N_NN रचलेले\V_VM अनेक\QT_QTF प्राचीन\JJ ग्रंथ\N_NN २०व्या\QT_QTO शतकात\N_NN स्थापन\N_NN झालेल्या\V_VM खुदा\N_NNP बख्श\N_NNP प्राच्यविद्या\N_NN सार्वजनिक\N_NN पुस्तकालयात\N_NN सुरक्षित\JJ ठेवले\V_VM आहेत\V_VAUX .\RD_PUNC
htd4027	खुदा\N_NNP बख्श\N_NNP प्राच्यविद्या\N_NN सार्वजनिक\N_NN पुस्तकालय\N_NN भारतातील\N_NNP एक\QT_QTC राष्ट्रीय\JJ स्तरावरील\N_NN पुस्तकालय\N_NN आहे\V_VM .\RD_PUNC
htd4028	पंजाबचे\N_NN महाराज\N_NN रणजीत\N_NN सिंह\N_NN यांनी\PR_PRL शिखांचे\N_NN दहावे\QT_QTO गुरु\N_NN श्री\N_NN गुरुगोविंदसिंह\N-NNP महाराज\N_NN यांच्या\PR_PRL जन्मस्थानी\N_NN ’\RD_PUNC तख्त\N_NN श्री\N_NN हरमंदिरजी\N-NNP साहेब\N_NN ’\RD_PUNC या\DM_DMR नावाने\N_NN एक\QT_QTC भव्य\JJ स्मारक\N_NN उभे\JJ केले\V_VM आहे\V_VM .\RD_PUNC
htd4029	’\RD_PUNC तख्त\N_NN श्री\N_NN हरमंदिरजी\N-NNP साहेब\N_NN ’\RD_PUNC या\DM_DMR नावाने\N_NN विख्यात\JJ असलेले\V_VM हे\DM_DMR स्मारक\N_NN शिख\N-NNP धर्मावलंबियांसाठी\N_NN एक\QT_QTC पवित्र\JJ तीर्थस्थान\N_NN आहे\V_VM .\RD_PUNC
htd4030	या\DM स्मारकामध्ये\N_NN श्री\N_NN गुरु\N_NN गोविंद\N_NNP सिंहजी\N_NNP महाराजांच्या\N_NN खाजगी\JJ उपयोगातील\N_NN काही\QT_QTF वस्तू\N_NN पवित्रता\N_NN पूर्वक\N_NN सुरक्षित\JJ ठेवल्या\V_VM आहेत\V_VAUX ज्यांची\PR_PRL पूजा\N_NN अर्चना\N_NN केली\V_VM जाते\V_VAUX .\RD_PUNC
htd4031	एका\QT_QTC इंग्रजी\N_NN विद्वान\N_NN वॅडलने\N-NNP पुरातात्त्विकदृष्ट्या\JJ महत्त्वपूर्ण\JJ या\DM_DMR आगमकुंआ\N-NNP स्थळाविषयी\N_NN आपल्या\PR_PRF रिपोर्ट\N_NN मध्ये\RP_RPD असे\CC_CCS_UT म्हटले\V_VM आहे\V_VAUX की\CC_CCS (\RD_SYM हे\DM_DMR सम्राट\JJ अशोकाच्या\N-NNP वेळचे\N_NN )\RD_SYM शासकीय\JJ वधस्थळ\N_NN किंवा\CC_CCD राजाचे\N_NN स्वयंपाक\N_NN घराचा\N_NN बाहेरचा\N_NST भाग\N_NN असेल\V_VM .\RD_PUNC
htd4032	खोल\JJ अगमकुआ\N_NNP विहिर\N_NN आता\RB हिंदू\JJ धर्मीयांसाठी\N_NN एक\QT_QTC श्रद्धा\N_NN स्थान\N_NN आहे\V_VM ज्याची\PR_PRL ते\CC_CCS पूजा\N_NN करतात\V_VM .\RD_PUNC
htd4033	अगमकुआच्या\N_NNP बाजुला\N_NN एक\QT_QTC मंदिर\N_NN आहे\V_VM जेथे\PR_PRL शीतला\N_NNP मातेची\N_NN आराधना\N_NN -\RD_SYM पूजा\N_NN ’\RD_PUNC खसरा\N_NN ’\RD_PUNC रोगाचे\N_NN निवारण\N_NN करण्यासाठी\V_VM केली\V_VAUX जाते\V_VAUX .\RD_PUNC
