ID	Value
htd19001	उत्तरकाशीची\N_NNP जुनी\JJ नावे.\N_NN बाडाहाट\N_NNP आणि\CC_CCD सौम्यकाशी\N_NNP अशीही\JJ होती.\V_VM
htd19002	हे\DM_DMR शहर\N_NN जनपदाचे\N_NN केंद्र\N_NN झाल्यानंतर\V_VM उत्तरकाशी\N_NNP या\DM_DMR नावाने\N_NN प्रसिद्ध\JJ झाले\V_VM .\V_VM
htd19003	येथे\DM_DMD गंगा\N_NNP उत्तरमुखी\N_NN असल्याने\V_VM या\DM_DMR ठिकाणास\N_NN उत्तरकाशी\N_NNP असे\RB म्हटले\V_VM जाते\V_VM .\RD_PUNC
htd19004	येथे\DM_DMD पूर्वकाशी\N_NNP वाराणसीप्रमाणेच\N_NNP अनेक\QT_QTF मंदिरे\N_NN आहेत\V_VM .\V_VM
htd19005	वाराणसी\N_NNP विस्तृत\JJ ,\RD_PUNC मोठी\JJ लोकसंख्या\N_NN असलेले\V_VM ,\RD_PUNC भव्य\JJ प्रासाद\N_NN ,\RD_PUNC वर्दळ\N_NN असलेले\V_VM नगर\N_NN आहे\V_VM .\RD_PUNC
htd19006	त्याउलट\CC_CCD उत्तरकाशी\N_NNP हिमालयातील\N_NNP एक\QT_QTC स्वच्छ\JJ ,\RD_PUNC शान्त\JJ ,\RD_PUNC प्राचीन\JJ परंपरांनी\N_NN जोपासलेले\V_VM छोटेसे\JJ शहर\N_NN आहे\V_VM .\RD_PUNC
htd19007	येथील\DM_DMD अनेक\QT_QTF देवीदेवतांची\N_NN देवळे\N_NN ,\RD_PUNC गंगेचा\N_NNP अखंड\QT_QTF प्रवाह\N_NN ,\RD_PUNC साधुसंतांचे\N_NN भक्तीत\N_NN तल्लीन\N_NN कीर्तन\N_NN आणि\CC_CCD निर्मळ\JJ वातावरण\N_NN हीच\DM_DMR या\DM_DMR शहराची\N_NN ओळख\V_VM आहे\V_VM .\RD_PUNC
htd19008	या\DM_DMR शहरात\N_NN प्रवेश\N_NN करताच\V_VM मानवी\JJ मन\N_NN धार्मिक\JJ भावनांनी\N_NN भरुन\V_VM येते\V_VAUX .\RD_PUNC
htd19009	कठोर\JJ मनाच्या\N_NN व्यक्तीने\N_NN येथे\DM_DMD प्रवेश\N_NN केला\V_VM तर\CC_CCS त्याचे\PR_PRL मन\N_NN कोमल\JJ बनते\V_VM .\RD_PUNC
htd19010	संतापी\JJ परशुरामाने\N_NNP ही\DM_DMR पृथ्वी\N_NN २१\QT_QTC वेळा\N_NN निःक्षत्रिय\JJ केली\V_VM होती\V_VAUX .\RD_PUNC
htd19011	शेवटी\N_NN याच\DM_DMR वारणावत\N_NNP क्षेत्रात\N_NN केलेल्या\V_VM शिवाराधनेने\N_NN त्यांना\PR_PRL शांती\N_NN मिळाली\V_VM आणि\CC_CCD त्यांचा\DM_DMR स्वभाव\N_NN शांत\JJ झाला\V_VM .\RD_PUNC
htd19012	पौराणिक\JJ काळामध्ये\N_NN हे\DM_DMR क्षेत्र\N_NN अनेक\QT_QTF प्रसिद्ध\JJ ऋषींचे\N_NN तपस्थान\N_NN होते\V_VM .\RD_PUNC
htd19013	टिहरी\N_NNP राजांच्या\N_NN शासनकाळात\N_NN मंदिरांच्या\N_NN निर्मितीसाठी\N_NN नियम\N_NN बनविले\V_VM गेले\V_VAUX .\RD_PUNC
htd19014	मंदिर\N_NN निर्मिती\N_NN शास्त्रीय\JJ पद्धतीने\N_NN करणे\V_VM अनिवार्य\JJ केले\V_VM गेले\V_VAUX .\RD_PUNC
htd19015	मंदिराच्या\N_NN नैवेद्य\N_NN -\RD_PUNC दिव्याचा\N_NN भार\N_NN मंदिर\N_NN समितीवर\N_NN होता\V_VM .\RD_PUNC
htd19016	राज्याकडून\N_NN मंदिरांच्या\N_NN खर्चासाठी\N_NN काही\QT_QTF गुंठे\N_NN गावे\N_NN घोषित\JJ केली\V_VM गेली\V_VAUX .\RD_PUNC
htd19017	या\DM_DMR गावांच्या\N_NN उत्पनातून\N_NN मंदिरांचा\N_NN खर्च\N_NN चालत\V_VM असे\V_VM .\RD_PUNC
htd19018	राज्याकडून\N_NN मंदिरांना\N_NN श्रेणी\N_NN दिल्या\V_VM गेल्या\V_VAUX आणि\CC_CCD प्रथम\QT_QTO ,\RD_PUNC द्वितीय\QT_QTO तसेच\CC_CCD तृतीय\N_NN श्रेणींमध्ये\N_NN त्यांचे\DM_DMR विभाजन\N_NN करण्यात\V_VM आले\V_VAUX .\RD_PUNC
htd19019	राज्याकडून\N_NN उत्तरकशीतील\N_NNP सहा\QT_QTC मंदिरे\N_NN सूचीबद्ध\N_NN केली\V_VM गेली\V_VAUX ज्यांत\PR_PRL श्रीविश्वनाथाचे\N_NNP मंदिर\N_NN प्रथम\QT_QTO श्रेणीत\N_NN तर\CC_CCS परशुराम\N_NNP ,\RD_PUNC शक्ती\N_NN ,\RD_PUNC दतात्रेय\N_NNP ,\RD_PUNC तोणेश्वर\N_NNP ,\RD_PUNC जडभरत\N_NNP ही\DM_DMR मंदिरे\N_NN तृतीय\QT_QTO श्रेणीत\N_NN गणली\V_VM गेली.\V_VAUX
htd19020	यांतील\PR_PRL सर्वात\RP_INTF अधिक\QT_QTF चढावा\V_VM तीस\N_NN रुपये\N_NN इतका\QT_QTF विश्वनाथावर\N_NNP चढवला\V_VM गेला\V_VM तर\CC_CCS सगळ्यत\QT_QTF कमी\QT_QTF एक\QT_QTC रुपया\N_NN इतका\QT_QTF शक्तीपीठावर\N_NN चढवला\V_VM गेला\V_VAUX .\RD_PUNC
htd19021	प्राचीन\JJ काळापासून\N_NN मंदिरांना\N_NN मिळालेली\V_VM उद्याने\N_NN ,\RD_PUNC धर्मशाळा\N_NN तसेच\CC_CCD त्याजवळील\PR_PRL गोपालनासाठी\N_NN दिली\V_VM गेलेली\V_VAUX जमीन\N_NN या\DM_DMR गोष्टी\N_NN भव्य\JJ भवनांच्या\N_NN निर्मितीच्या\N_NN चढाओढीत\N_NN नष्ट\JJ होत\V_VM आहेत\V_VAUX .\RD_PUNC
htd19022	सध्या\N_NST उत्तरकाशीत\N_NN एकूण\QT_QTF ३२\QT_QTC मंदिरे\N_NN आहेत\V_VM .\RD_PUNC
htd19023	उत्तरकाशी\N_NNP बसस्थानकापासून\N_NN २५०\QT_QTC कि.मी\N_NN अंतरावर\N_NN रामलीला\N_NNP मैदानावर\N_NN विश्वनाथजींचे\N_NNP प्रसिद्ध\JJ मंदिर\N_NN आहे\V_VM .\RD_PUNC
htd19024	ज्यात\PR_PRL प्रातःसमयी\N_NN तसेच\CC_CCD सांयंसमयी\N_NN घण्टानाद\N_NN घुमत\V_VM असतो\V_VM .\RD_PUNC
htd19025	इ.स.\N_NN १८५७\N_NN मध्ये\N_NST सुदर्शन\N_NNP शाहची\N_NNP पत्नी\N_NN महारानी\N_NN खनेटीने\N_NNP या\DM_DMR मंदिराचा\N_NN जीर्णोद्धार\N_NN केला\V_VM .\RD_PUNC
htd19026	यापूर्वीचे\N_NN मंदिर\N_NN जीर्ण\JJ अवस्थेत\N_NN होते\V_VM .\RD_PUNC
htd19027	आत्ता\N_NST विश्वनाथ\N_NNP मंदिर\N_NN १२.६\N_NN मीटरच्या\N_NN आयताकॄती\N_NN दगडी\JJ चबुतर्‍यावर\N_NN उभे\JJ आहे\V_VM .\RD_PUNC
htd19028	प्रवेश\N_NN द्वार\N_NN १.८०\QT_QTC मी.\N_NN उंच\JJ आहे\V_VM .\RD_PUNC
