ID	Value
htd12001	गोरनगोरो\N-NNP नॅशनल\N_NN पार्कहून\N_NN परत\RB येण्यावेळी\V_VM आमचा\PR_PRP कार्यक्रम\N_NN प्रसिद्ध\JJ सरोवर\N_NN मनयारा\N-NNP नॅशनल\N_NN पार्क\N_NN पाहणे\V_VM हा\DM_DMR होता\V_VM .\RD_PUNC
htd12002	या\DM_DMR पूर्वी\N_NN गोरनगोरो\N-NNP संरक्षित\JJ प्रदेशात\N_NN असणार्‍या\V_VM पुरातत्त्वाच्या\N_NN दृष्टीने\N_NN विश्वामध्ये\N_NN सर्वाधिक\QT_QTF महत्त्वपूर्ण\N_NN स्थळांपैकी\N_NN ओल्दूवाई\N-NNP घाट\N_NN पाहण्याचा\V_VM लोभ\N_NN आम्ही\PR_PRP टाळू\V_VM शकलो\V_VAUX नाही\V_VAUX .\RD_PUNC
htd12003	ओल्दूवाई\N-NNP घाटात\N_NN मानवाच्या\N_NN १\QT_QTC ,\RD_PUNC ७५,००००\QT_QTC वर्षे\N_NN जुन्या\JJ पूर्वजाची\N_NN कवटी\N_NN मिळाली\V_VM होती\V_VAUX ज्याचे\PR_PRL श्रेय\N_NN डॉ\N_NN .\RD_PUNC लीके\N-NNP यांना\PR_PRP आहे\V_VM .\RD_PUNC
htd12004	डॉ\N_NN .\RD_PUNC लीके\N-NNP यांचे\PR_PRP पुरातात्विक\N_NN संशोधन\N_NN जगभरात\N_NN प्रसिद्ध\JJ आहे\V_VM .\RD_PUNC
htd12005	ती\DM_DMR कवटी\N_NN आजकाल\RB दारेसलामच्या\N-NNP राष्ट्रीय\JJ संग्रहालयात\N_NN ठेवण्यात\V_VM आली\V_VAUX आहे\V_VAUX .\RD_PUNC
htd12006	या\DM_DMR प्रदेशात\N_NN काही\QT_QTF वर्षापूर्वी\N_NN लुप्त\JJ झालेल्या\V_VM पशुंची\N_NN सापडलेले\V_VM जीवाश्मीय\N_NN अवशेष\N_NN ओल्दूवाई\N-NNP घाटाच्या\N_NN जवळ\RB असणार्‍या\V_VM संग्रहालयात\N_NN संग्रहित\RB केले\V_VAUX आहेत\V_VAUX .\RD_PUNC
htd12007	हे\DM_DMR संग्रहालय\N_NN पाहताना\V_VM आम्ही\PR_PRP लाखो\N_NN वर्षे\N_NN पूर्वीच्या\N_NN वातावरणात\N_NN बुडुन\V_VM गेलो\V_VAUX .\RD_PUNC
htd12008	जीवाष्मांना\N_NN पाहण्याचा\V_VM आम्ही\PR_PRP सर्वांनी\N_NN आनंद\N_NN घेतला\V_VM .\RD_PUNC
htd12009	आता\RB आम्हाला\PR_PRP मनयारा\N-NNP सरोवर\N_NN राष्ट्रीय\JJ उद्यानात\N_NN प्रवेशाची\N_NN चिंता\N_NN सतावू\V_VM लागली\V_VAUX होती\V_VAUX .\RD_PUNC
htd12010	दिवस\N_NN मावळु\V_VM लागला\V_VAUX होता\V_VAUX आणि\CC_CCD वेळ\N_NN कमी\QT_QTF होता\V_VM .\RD_PUNC
htd12011	पण\CC_CCD तरीही\CC_CCS मनयारा\N-NNP सरोवर\N_NN राष्ट्रीय\JJ उद्यान\N_NN बघण्याची\V_VM इच्छा\N_NN बळावत\V_VM होती\V_VAUX .\RD_PUNC
htd12012	गोरनगोरो\N-NNP पार्कहून\N_NN १९\QT_QTC किलोमीटर\N_NN खालच्या\N_NST बाजूला\N_NN असल्याने\V_VM मनयारा\N-NNP उद्यान\N_NN बघण्याची\V_VM चांगली\JJ संधी\N_NN गमावण्याची\V_VM आमची\PR_PRP इच्छा\N_NN नव्हती\V_VM .\RD_PUNC
htd12013	अजूनही\RB शेवटच्या\N_NN प्रवेशासाठी\N_NN अर्धा\QT_QTF तास\N_NN राहिला\V_VM होता\V_VAUX .\RD_PUNC
htd12014	आम्ही\PR_PRP अवकाश\N_NN असताना\V_VM चालकाच्या\N_NN कृपेने\N_NN मनयारा\N-NNP उद्यानाला\N_NN पोहोचलो\V_VM होतो\V_VAUX .\RD_PUNC
htd12015	जेव्हा\CC_CCS जीपने\N_NN मनयारा\N-NNP सरोवर\N_NN नॅशनल\JJ पार्कमध्ये\N_NN प्रवेश\N_NN केला\V_VM तेव्हा\CC_CCS आम्ही\PR_PRP सुटकेचा\N_NN निश्वास\N_NN टाकला\V_VM .\RD_PUNC
htd12016	मनयारा\N-NNP सरोवर\N_NN राष्ट्रीय\JJ उद्यान\N_NN ’\RD_PUNC आरुशाच्या\N-NNP ’\RD_PUNC वायव्येला\N_NN सुमारे\N_NN १२०\QT_QTC किलोमीटर\N_NN दूर\N_NST आहे\V_VM .\RD_PUNC
htd12017	येथून\PR_PRL रिफ्ट\N_NN वॅलीच्या\N_NN ३०५\QT_QTC मीटर\N_NN उंच\JJ पश्चिम\N_NN भिंतीचा\N_NN सुंदर\JJ देखावा\N_NN पाहता\V_VM येतो\V_VAUX .\RD_PUNC
htd12018	वास्तवात\N_NN विशाल\JJ रिफ्ट\N_NN व्हॅली\N_NN पृथ्वीच्या\N_NN वरच्या\N_NST भागात\N_NN उभ्या\N_NN राहिलेल्या\V_VM टोकाचा\N_NN तो\DM_DMR भाग\N_NN आहे\V_VM की\CC_CCS जो\PR_PRL तुर्कीपासून\N-NNP केनियापर्यंतच्या\N-NNP विस्तृत\JJ क्षेत्रात\N_NN पसरलेला\V_VM आहे\V_VAUX .\RD_PUNC
htd12019	हा\DM_DMR टोकदार\JJ भाग\N_NN केनियामधील\N-NNP पूर्व\N_NN आणि\CC_CCD पश्चिम\N_NN भागात\N_NN विभाजित\JJ होतो\V_VM .\RD_PUNC
htd12020	मनयारा\N-NNP सरोवर\N_NN राष्ट्रीय\JJ उद्यान\N_NN पूर्व\N_NN भागात\N_NN आहे\V_VM .\RD_PUNC
htd12021	मनयारा\N-NNP शब्दाची\N_NN उत्पत्ती\N_NN यूफ़ोरबिया\N_NN तिरुरविया\N_NN तिरुक्काली\N_NN नावाच्या\N_NN झाडापासून\N_NN झाली\V_VM असे\RB मानतात\V_VM .\RD_PUNC
htd12022	या\DM_DMR झाडाचा\N_NN उपयोग\N_NN मसाई\N-NNP जमातीचे\N_NN लोक\N_NN आपल्या\PR_PRP घराच्या\N_NN चारी\N_NN बाजुंनी\N_NN कुंपण\N_NN बनविण्यासाठी\V_VM वापरतात\V_VAUX .\RD_PUNC
htd12023	कधी\PR_PRQ काळी\N_NN मनयारा\N-NNP व्यावसायिक\JJ शिकार्‍यांसाठी\N_NN आवडते\V_VM शिकार\N_NN करण्याचे\V_VM स्थळ\N_NN होते\V_VM पण\CC_CCD आता\RB हे\DM_DMR एक\QT_QTC सुंदर\JJ राष्ट्रीय\JJ उद्यानात\N_NN परिणत\N_NN झाले\V_VM आहे\V_VAUX .\RD_PUNC
htd12024	जरी\CC_CCS क्षेत्रफळाच्या\N_NN दृष्टीने\N_NN मनयारा\N-NNP राष्ट्रीय\JJ उद्यान\N_NN केवळ\JJ ३२४\QT_QTC चौरस\N_NN किलोमीटरमध्ये\N_NN पसरलेले\V_VM आहे\V_VAUX तरी\CC_CCS पण\CC_CCD येथील\PR_PRL विविधतेने\N_NN युक्त\JJ वनसंपत्ती\N_NN आपले\PR_PRP वेगळे\JJ वैशिष्ट्य\N_NN राखून\V_VM आहे\V_VAUX .\RD_PUNC
htd12025	साधारण\N_NN २२९\QT_QTC चौरस\N_NN किलोमीटर\N_NN क्षेत्रात\N_NN मनयारा\N-NNP सरोवर\N_NN पसरलेले\V_VM आहे\V_VAUX .\RD_PUNC
htd12026	मनयारा\N-NNP सरोवराच्या\N_NN किनारी\N_NN दाट\JJ जंगले\N_NN आहेत\V_VM .\RD_PUNC
htd12027	आम्ही\PR_PRP कमी\QT_QTF वेळात\N_NN अधिकाधिक\QT_QTF पाहू\V_VM इच्छित\JJ होतो\V_VM .\RD_PUNC
htd12028	लेक\N_NN मनयारा\N-NNP राष्ट्रीय\JJ उद्यानात\N_NN सर्वात\RP_INTF आधी\RB आम्हाला\PR_PRP रानडुक्कर\N_NN आणि\CC_CCD रानमांजर\N_NN दिसले\V_VM .\RD_PUNC
htd12029	डुकरांचे\N_NN लांब\JJ दात\N_NN त्यांना\PR_PRP भयावह\JJ बनवत\V_VM होते\V_VAUX .\RD_PUNC
htd12030	डुकरांच्या\N_NN दातांमध्येच\N_NN त्यांची\PR_PRP शक्ती\N_NN संकलित\JJ असते\V_VM .\RD_PUNC
htd12031	डुकरे\N_NN या\DM_DMR दातांच्या\N_NN सहायाने\N_NN बर्‍याचवेळा\N_NN सिंहाशीही\N_NN टक्कर\N_NN घेण्याची\V_VM हिम्मत\N_NN जुटवतात\V_VM .\RD_PUNC
htd12032	मनयारा\N-NNP सरोवरात\N_NN पडलेल्या\V_VM शंभर\QT_QTC दरियाई\N_NN घोड्यांना\N_NN पाहून\V_VM आम्ही\PR_PRP मंत्रमुग्ध\N_NN झालो\V_VM .\RD_PUNC
htd12033	काही\QT_QTF दरियाई\N_NN घोडे\N_NN मनयारा\N-NNP सरोवराच्या\N_NN बाहेर\N_NST खिदळत\V_VM होते\V_VAUX .\RD_PUNC
htd12034	मनयारा\N-NNP सरोवरात\N_NN काही\QT_QTF अंतर\N_NN चालविल्यानंतर\V_VM झाडींमध्ये\N_NN फिरणार्‍या\V_VM हत्तींच्या\N_NN कळपाशी\N_NN गाठ\N_NN पडली\V_VM .\RD_PUNC
htd12035	मनयारा\N-NNP उद्यानात\N_NN तेंव्हाच\CC_CCS अचानक\RB बैबुनांवर\N_NN आमची\PR_PRP नजर\N_NN पडली\V_VM .\RD_PUNC
htd12036	लेक\N_NN मनयारा\N-NNP उद्यानात\N_NN बैबून\N_NN बरेच\QT_QTF आहेत\V_VM .\RD_PUNC
htd12037	स्वाहिलीमध्ये\N-NNP बैबूनांना\N_NN न्यायी\N_NN म्हटले\V_VM जाते\V_VAUX .\RD_PUNC
htd12038	लेक\N_NN मनयारा\N-NNP राष्ट्रीय\JJ उद्यानाच्या\N_NN भौगोलिक\JJ परिस्थीतीमुळे\N_NN येथे\DM_DMD दोन\QT_QTC प्रकारच्या\N_NN बैबून\N_NN प्रजाती\N_NN सापडतात\V_VM .\RD_PUNC
htd12039	पिवळे\JJ बैबून\N_NN तंजानियाच्या\N-NNP अग्नेयेला\N_NN आणि\CC_CCD जैतूनी\N_NN बैबून\N_NN वायव्येला\N_NN आहेत\V_VM .\RD_PUNC
htd12040	लेक\N_NN मनयारा\N-NNP उद्यानात\N_NN असे\RB संकरीत\JJ बैबून\N_NN आहेत\V_VM ज्यांमध्ये\PR_PRL वरील\N_NST दोन्ही\QT_QTC प्रजातींची\N_NN वैशिष्ट्ये\N_NN आहेत\V_VM .\RD_PUNC
htd12041	काही\QT_QTF बैबूनांना\N_NN झाडांच्या\N_NN उंच\JJ फांद्यांवर\N_NN चौकस\N_NN बसलेले\V_VM पाहून\V_VM आम्ही\PR_PRP आश्चेर्यचकित\N_NN झालो\V_VM .\RD_PUNC
htd12042	आम्हाला\PR_PRP सांगितले\V_VM की\CC_CCS धोका\N_NN ओळखून\V_VM बैबून\N_NN असे\RB करतात\V_VM .\RD_PUNC
