ID	Value
htd13001	राजस्थानतील\N-NNP पौराणिक\JJ थाटमाट\N_NN दर्शवणार्‍या\V_VM येथील\PR_PRL हवेल्या\N_NN अप्रतिम\JJ कोरीव\N_NN काम\N_NN व\CC_CCD विलासभवन\N_NN ह्यांसाठी\DM_DMR प्रसिद्ध\JJ आहेत\V_VM .\RD_PUNC
htd13002	ह्या\DM_DMR हवेलींना\N_NN पाहण्यासाठी\V_VM पर्यटकांची\N_NN रांग\N_NN लागलेली\V_VM असते\V_VAUX .\RD_PUNC
htd13003	बीकानेर\N-NNP व\CC_CCD जैसलमेरमध्ये\N-NNP विशेष\JJ कारणांमुळे\N_NN काही\QT_QTF हवेल्या\N_NN प्रसिद्ध\JJ आहेत\V_VM .\RD_PUNC
htd13004	बीकानेरमधील\N-NNP रामपुरिया\N-NNP हवेली\N_NN ,\RD_PUNC डागाची\N-NNP हवेली\N_NN ,\RD_PUNC कोठारीची\N-NNP हवेली\N_NN ,\RD_PUNC धोल्हाची\N-NNP हवेली\N_NN ,\RD_PUNC नाथमलजीची\N-NNP हवेली\N_NN ,\RD_PUNC पटवांच्या\N-NNP हवेल्या\N_NN व\CC_CCD सालिमासिंहची\N-NNP हवेली\N_NN इत्यादी\JJ .\RD_PUNC
htd13005	पर्यटक\N_NN ह्या\DM_DMR हवेल्यांचा\N_NN फेरफटका\N_NN घोड्यावरुन\N_NN देखील\RP_INTF मारतात\V_VM .\RD_PUNC
htd13006	ह्यांपैकी\DM_DMR काही\QT_QTF हवेल्यांमध्ये\N_NN जुने\JJ व्यापारी\N_NN व\CC_CCD त्यांचे\PR_PRL वंशज\N_NN राहतात\V_VM आणि\CC_CCD काहींना\QT_QTF उपाहारगृह\N_NN इत्यादींमध्ये\N_NN बदलले\V_VM गेले\V_VAUX आहे\V_VAUX .\RD_PUNC
htd13007	नाथमलजीची\N-NNP हवेली\N_NN १९व्या\N_NN शतकाच्या\N_NN उत्तरार्धात\N_NN बनवली\V_VM गेली\V_VAUX आहे\V_VAUX .\RD_PUNC
htd13008	नाथमलजीच्या\N-NNP हवेलीची\N_NN वास्तुकला\N_NN ,\RD_PUNC शिल्पकला\N_NN अद्‍भुत\JJ आहे\V_VM .\RD_PUNC
htd13009	नाथमलजीच्या\N-NNP हवेलीच्या\N_NN उजव्या\JJ भागात\N_NN २\QT_QTC भावांनी\N_NN कोरीव\N_NN काम\N_NN केले\V_VM होते\V_VAUX .\RD_PUNC
htd13010	ही\DM_DMR दोन्हीं\N_NN कोरीव\N_NN का्मं\N_NN एकसारखी\N_NN तर\CC_CCS नाहीत\V_VM परंतू\CC_CCD ह्याची\PR_PRP रूपरेखा\N_NN खूप\QT_QTF काही\QT_QTF समान\N_NN व\CC_CCD प्रमाणात\N_NN आहे\V_VM .\RD_PUNC
htd13011	जुन्या\JJ जैसलमेरच्या\N-NNP मधोमध\N_NST महावीर\N-NNP भवनाच्या\N_NN जवळ\RB ५\QT_QTC हवेल्यांचा\N_NN समूह\N_NN आहे\V_VM .\RD_PUNC
htd13012	पटवा\N-NNP जैन\N_NN बाफनोंच्या\N-NNP ह्या\DM_DMR हवेल्यांचे\N_NN बांधकाम\N_NN सन\N_NN १८००\QT_QTC ते\CC_CCS १८६०\QT_QTC मध्ये\N_NST केले\V_VM गेले\V_VAUX .\RD_PUNC
htd13013	बाफना\N-NNP सावकारांचे\N_NN पूर्वज\N_NN गुँथाई\N_NN ,\RD_PUNC पोवाई\N_NN ,\RD_PUNC विणकाम\N_NN (\RD_SYM विणकर\N_NN )\RD_SYM हे\DM_DMR कार्य\N_NN करत\V_VM होते\V_VAUX .\RD_PUNC
htd13014	ह्यामुळे\CC_CCD बाफनाच्या\N-NNP पूर्वजांना\N_NN पटुआ\N_NN म्हणत\N_NN होते\V_VM .\RD_PUNC
