ID	Value
htd24001	नंदाकोट\N-NNP शिखर\N_NN उत्तराखंडाच्या\N-NNP पिथौरागड\N-NNP जिल्ह्यामध्ये\N_NN आहे\V_VM  .\RD_PUNC
htd24002	हे\DM_DMR शिखर\N_NN नंदादेवीच्या\N-NNP आग्नेय\JJ दिशेला\N_NN जवळजवळ\N_NST १५\QT_QTC कि\N_NN  .मी\N_NN  .\RD_PUNC अंतरावर\N_NN आहे\V_VM  .\RD_PUNC
htd24003	समुद्रसपाटीपासून\N_NN ह्याची\PR_PRP उंची\N_NN ६८६१\QT_QTC मीटर\N_NN अर्थात\CC_CCD २२५१०\QT_QTC फुट\N_NN आहे\V_VM  .\RD_PUNC
htd24004	गिर्यरोहणाची\N_NN आवड\N_NN असणारे\V_VM लोक\N_NN इकडे\N_NST आकर्षित\JJ होतात\V_VM  .\RD_PUNC
htd24005	तुम्हाला\PR_PRP आठवते\V_VM का\PR_PRQ  ,\RD_PUNC आम्ही\PR_PRP तुम्हाला\PR_PRP नंदादेवी\N-NNP पर्वताबद्दल\N_NN सांगितले\V_VM होते\V_VAUX  .\RD_PUNC
htd24006	नंदादेवीला\N-NNP उत्तराखंडातील\N-NNP कुमाऊ\N-NNP प्रदेशाचे\N_NN रहिवासी\N_NN देवी\N_NN पार्वतीचे\N_NN स्वरूप\N_NN मानतात\V_VM  .\RD_PUNC
htd24007	कुमाऊमध्येच\N-NNP नंदाकोट\N-NNP हा\PR_PRL आणखी\QT_QTF एक\QT_QTC पर्वत\N_NN आहे\V_VM  .\RD_PUNC
htd24008	ह्या\DM_DMR हिमाच्छादित\JJ शिखरालादेखील\N_NN तेथे\DM_DMD एक\QT_QTC पवित्र\JJ शिखर\N_NN मानतात\V_VM  .\RD_PUNC
htd24009	माहिती\N_NN आहे\V_VM का\N_NN  ,\RD_PUNC कोटचा\N_NN अर्थ\N_NN होतो\V_VM किल्ला\N_NN आणि\CC_CCD पौराणिक\JJ आख्यानानुसार\N_NN ह्या\DM_DMR पर्वतांना\N_NN नंदादेवी\N-NNP अर्थात\N_NN पार्वतीचे\N_NN निवासस्थान\N_NN मानण्यात\V_VM आले\V_VM आहे\V_VAUX  .\RD_PUNC
htd24010	आता\N_NST आम्ही\PR_PRP तुम्हाला\PR_PRP ह्या\DM_DMR शिखराच्या\N_NN पौराणिक\JJ आख्यानांखेरीज\N_NN अन्य\QT_QTF गोष्टीं\N_NN सांगणार\V_VM आहोत\V_VAUX  .\RD_PUNC
htd24011	नंदाकोट\N_NN शिखराच्या\N_NN एका\QT_QTC बाजूला\N_NST पिंडारगंगा\N-NNP नदीची\N_NN दरी\N_NN तसेच\CC_CCD दुसरीकडे\N_NST गौरीगंगा\N-NNP नदीची\N_NN दरी\N_NN आहे\V_VM  .\RD_PUNC
htd24012	ह्या\DM_DMR दर्‍यांना\N_NN जोडणारी\V_VM उतरण\N_NN दाना\N-NNP दूरा\N-NNP पास\N-NNP या\DM_DMR नावाने\N_NN ओळखली\V_VM जाते\V_VAUX  .\RD_PUNC
htd24013	नंदाकोटच्या\N-NNP चारही\QT_QTC बाजूंना\N_NST चार\QT_QTC हिमनद्यादेखील\N_NN आहेत\V_VM  .\RD_PUNC
htd24014	ह्यांची\PR_PRP नावे\N_NN आहेत\V_VM - \RD_PUNC कफनी\N-NNP हिमनदी\N_NN  ,\RD_PUNC पिंडारी\N-NNP हिमनदी\N_NN  ,\RD_PUNC लावन\N-NNP हिमनदी\N_NN आणि\CC_CCD शलांग\N-NNP हिमनदी\N_NN  .\RD_PUNC
htd24015	थोडे\QT_QTF पुढे\N_NST जाऊन\V_VM पिंडारी\N-NNP हिमनदी\N_NN तसेच\CC_CCD कफनी\N-NNP हिमनदीपर्यंत\N_NN तुम्हीही\PR_PRP जाऊ\V_VM शकता\V_VAUX  .\RD_PUNC
htd24016	गिर्यारोहण\N_NN करताना\V_VM कसे\PR_PRQ सांगणार\V_VM  .\RD_PUNC
htd24017	गिर्यारोहणाच्या\N_NN शौकीन\JJ लोकांना\N_NN ह्या\DM_DMR हिमनद्या\N_NN खूप\RP_INTF आकर्षित\JJ करतात\V_VM  .\RD_PUNC
htd24018	दरवर्षी\N_NST अनेक\QT_QTF गिर्यारोहण\N_NN समूह\N_NN या\DM_DMR हिमनद्या\N_NN आणि\CC_CCD त्यांच्या\PR_PRP पृष्‍ठभूमीवर\N_NN दिसणार्‍या\V_VM भव्य\JJ हिमशिखरांचे\N_NN सौंदर्य\N_NN पाहण्यासाठी\V_VM येतात\V_VM  .\RD_PUNC
htd24019	नंदाकोटवर\N-NNP गिर्यारोहकांचीसुद्धा\N_NN अनेक\QT_QTF सफल\JJ अभियानं\N_NN पार\N_NN पडली\V_VM आहेत\V_VAUX  .\RD_PUNC
htd24020	हे\DM_DMR शिखर\N_NN सर\N_NN करण्यासाठी\V_VM १९०५\N_NN मध्येच\N_NST प्रयत्न\N_NN सुरु\JJ झाले\V_VM होते\V_VAUX  .\RD_PUNC
htd24021	पहिला\QT_QTO प्रयत्न\N_NN टी\N-NNP जी\N-NNP लॉन्गस्टाफ\N-NNP यांनी\PR_PRP केला\V_VM होता\V_VAUX  .\RD_PUNC
htd24022	पण\CC_CCD हे\DM_DMR शिखर\N_NN सर\N_NN करण्यात\V_VM सर्वप्रथम\RB १९३६\N_NN साली\N_NN वाई\N-NNP होल्टा\N-NNP यांच्या\PR_PRP नेतृत्वाखालील\N_NN जपानी\JJ संघाला\N_NN यश\N_NN मिळाले\V_VM  .\RD_PUNC
htd24023	१९९५\N_NN मध्ये\N_NST मार्टिन\N-NNP मोरानच्या\N-NNP नेतृत्वाखाली\N_NN ब्रिटिश\JJ संघाने\N_NN एका\QT_QTC नव्या\N_NN मार्गाने\N_NN सफल\JJ अभियान\N_NN केले\V_VM होते\V_VAUX  .\RD_PUNC
