ID	Value
htd23001	हे\DM_DMR शिव\N_NN आणि\CC_CCD शक्ति\N_NN ह्यांच्या\PR_PRP संयुक्त\JJ पूजेचे\N_NN स्थान\N_NN आहे.\V_VM
htd23002	ह्याला\PR_PRL चामुंडानंदिकेश्वर\N-NNP या\DM_DMR नावानेदेखील\N_NN ओळखले\V_VM जाते.\V_VAUX
htd23003	पठाणकोटपासून\N-NNP रेल्वेची\N_NN छोटी\JJ लाइन\N_NN जी\PR_PRL पपरोलाला\N-NNP जाते\V_VM त्यामध्ये\PR_PRL प्रवास\N_NN करुन\V_VM प्रवासी\N_NN चामुंडा\N-NNP रेल्वे\N_NN स्थानकावर\N_NN उतरु\V_VM शकतात.\V_VAUX
htd23004	चामुंडा\N-NNP रेल्वे\N_NN स्थानक\N_NN मलांमध्ये\N-NNP आहे.\V_VM
htd23005	येथून\DM_DMD मंदिर\N_NN जवळजवळ\RB चार\QT_QTC कि.मी.\N_NN अंतरावर\N_NN आहे.\V_VM
htd23006	मलांपासून\N-NNP बस\N_NN अथवा\CC_CCD खासगी\JJ वाहनाने\N_NN चामुंडा\N-NNP मंदिराल\N_NN जाता\V_VM येते.\V_VAUX
htd23007	ज्वालाजीपासून\N-NNP कांगडा\N-NNP दोन\QT_QTC तासामध्ये\N_NN आणि\CC_CCD कांगडापासून\N-NNP मलांला\N-NNP दिड\JJ तासात\N_NN पोहोचता\V_VM येते.\V_VAUX
htd23008	चामुंडा\N-NNP देवीचे\N_NN मंदिर\N_NN बाणगंगेच्या\N-NNP किनार्‍यावर\N_NN स्थित\N_NN आहे.\V_VM
htd23009	हे\DM_DMR उग्र-सिद्घपीठ\N_NN प्राचीन\JJ काळापासूनच\N_NN योगी\N_NN ,\RD_PUNC साधक\N_NN व\CC_CCD तांत्रिक\N_NN ह्यांच्यासाठी\PR_PRL एकांत\N_NN ,\RD_PUNC शांत\JJ आणि\CC_CCD नैसर्गिक\JJ ऊर्जेने\N_NN भरलेले\V_VM क्षेत्र\N_NN आहे.\V_VM
htd23010	येथे\DM_DMD येणारे\V_VM श्रद्धाळू\N_NN शिव\N_NN आणि\CC_CCD शक्तिच्या\N_NN मंत्रांनी\N_NN पूजन\N_NN ,\RD_PUNC दान\N_NN आणि\CC_CCD पिंडदान\N_NN इत्यादी\JJ करतात.\V_VM
htd23011	मंदिराच्या\N_NN प्राचीन\JJ परंपरेवरून\N_NN व\CC_CCD भौगोलिक\JJ स्थितीवरून\N_NN असे\RB स्पष्ट\JJ होते\V_VM की\CC_CCS हेच\DM_DMR ते\DM_DMR स्थान\N_NN आहे\V_VM जेथे\DM_DMD चंड\N-NNP -\RD_PUNC मुंड\N-NNP राक्षस\N_NN देवीशी\N_NN युद्ध\N_NN करण्यासाठी\V_VM आले\V_VAUX आणि\CC_CCD कालीचे\N-NNP रूप\N_NN धारण\N_NN करुन\V_VM देवीने\N_NN त्यांना\PR_PRP मृत्युमुखी\N_NN पाडले.\V_VM
htd23012	तीर्थयात्रेकरुंच्या\N_NN स्नानासाठी\N_NN येथे\DM_DMD बाणगंगेवर\N-NNP बनलेला\V_VM पायर्‍यांचा\N_NN संजयघाटदेखील\N-NNP आहे.\V_VM
htd23013	मानसादेवीचे\N-NNP प्रसिद्ध\JJ मंदिर\N_NN चंडीगडजवळ\N-NNP मनी\N-NNP माजरा\N-NNP नामक\N_NN स्थानावर\N_NN आहे.\V_VM
htd23014	चंडीगडपासून\N-NNP बस\N_NN अथवा\CC_CCD खासगी\JJ वाहनाने\N_NN मनीमाजराला\N-NNP पोहोचता\V_VM येते.\V_VAUX
