ID	Value
htd10001	प्राचीन\JJ काळी\N_NN ओरिसाला\N-NNP ’कलिंग’\N-NNP या\DM_DMR नावाने\N_NN ओळखले\V_VM जात\V_VAUX होते\V_VAUX .\RD_PUNC
htd10002	इ.स.\N_NN पूर्व\N_NN तिसर्‍या\QT_QTO शतकात\N_NN (\RD_SYM इ.स.पू.\N_NN २६८\N_NN )\RD_SYM मौर्य\N_NN सम्राट\JJ अशोकाने\N-NNP कलिंगवर\N-NNP विजय\N_NN मिळविला\V_VM .\RD_PUNC
htd10003	युद्धादरम्यान\N_NN झालेल्या\V_VM भीषण\JJ रक्तपाताने\N_NN त्याला\PR_PRP बौद्ध\JJ धर्म\N_NN स्वीकारण्यास\V_VM प्रवॄत्त\N_NN केले\V_VM .\RD_PUNC
htd10004	चौथ्या\QT_QTO शतकात\N_NN येथे\DM_DMD समुद्रगुप्त\N-NNP ,\RD_PUNC ६१०मध्ये\N_NN शशांक\N-NNP ,\RD_PUNC सातव्या\QT_QTC शतकात\N_NN गंग\N-NNP वंश\N_NN आणि\CC_CCD इ.स.\N_NN ७९५\N_NN मध्ये\N_NST महशिवगुप्त\N-NNP ययाती\N-NNP द्वितीय\QT_QTO हा\DM_DMR राजा\N_NN होता\V_VM .\RD_PUNC
htd10005	पुरीच्या\N-NNP जगप्रसिद्ध\JJ जगन्नाथ\N-NNP मंदिराची\N_NN निर्मिती\N_NN याच्याच\PR_PRL शासनकाळात\N_NN झाली\V_VM .\RD_PUNC
htd10006	१४व्या\N_NN शतकापासून\N_NN १५९२\N_NN पर्यंत\N_NN ओरिसावर\N-NNP (\RD_SYM कलिंग)\N-NNP मुस्लिम\JJ राजांनी\N_NN राज्य\N_NN केले\V_VM .\RD_PUNC
htd10007	मुगलांच्या\N-NNP पतनानंतर\N_NN ओरिसामध्ये\N-NNP मराठ्यांनी\N_NN राज्य\N_NN केले\V_VM .\RD_PUNC
htd10008	१९\QT_QTC ऑगस्ट\N_NN ,\RD_PUNC १९४९ला\N_NN विविध\JJ संस्थाने\N_NN एकत्रित\JJ करुन\V_VM ओरिसा\N-NNP हे\DM_DMR स्वतंत्र\N_NN राज्य\N_NN घोषित\N_NN करण्यात\V_VM आले\V_VAUX .\RD_PUNC
htd10009	महानदी\N-NNP ,\RD_PUNC ब्रह्माणी\N-NNP आणि\CC_CCD वैतरणी\N-NNP ओरिसा\N-NNP प्रदेशाच्या\N_NN तीन\QT_QTC प्रमुख\JJ नद्या\N_NN आहेत\V_VM .\RD_PUNC
htd10010	सर्वात\RP_INTF प्रसिद्ध\JJ आणि\CC_CCD मोठे\JJ चिल्का\N-NNP सरोवर\N_NN ओरिसातच\N-NNP आहे\V_VM .\RD_PUNC
htd10011	चिल्का\N-NNP सरोवराची\N_NN लांबी\N_NN ६४\QT_QTC किलोमीटर\N_NN आणि\CC_CCD रुंदी\N_NN १६\QT_QTC ते\DM_DMR २०\QT_QTC किलोमीटर\N_NN आहे\V_VM .\RD_PUNC
htd10012	चिल्का\N-NNP सरोवरात\N_NN दोन\QT_QTC सुंदर\JJ द्वीप\N_NN ’घरिकुंड”\N-NNP आणि\CC_CCD ’मुलड”\N-NNP आहेत\V_VM .\RD_PUNC
htd10013	ऐतिहासिक\JJ आणि\CC_CCD धार्मिक\JJ दृष्टीने\N_NN भुवनेश्वर\N-NNP हे\DM_DMR एक\QT_QTC प्रसिद्ध\JJ पर्यटन\N_NN स्थळ\N_NN तसेच\CC_CCD ओरिसा\N-NNP राज्याची\N_NN राजधानीसुद्धा\N_NN आहे\V_VM .\RD_PUNC
htd10014	भुवनेश्वर\N-NNP शहराला\N_NN ’मंदिरांचे\N_NN नगर’\N_NN असे\RB म्ह्टले\V_VM जाते\V_VAUX .\RD_PUNC
