ID	Value
htd8001	नागालंड\N-NNP हा\DM_DMR उंच\JJ उंच\JJ पर्वतांचा\N_NN ,\RD_PUNC स्वच्छंद\RB वाहणार्‍या\V_VM नद्यांचा\N_NN व\CC_CCD अरुंद\JJ घाटांचा\N_NN प्रदेश\N_NN आहे\V_VM .\RD_PUNC
htd8002	नागालंड\N-NNP राज्याची\N_NN राजधानी\N_NN कोहिमा\N-NNP वनसंपदा\N_NN आणि\CC_CCD निसर्गसौंदर्याने\N_NN समृद्ध\JJ आहे\V_VM .\RD_PUNC
htd8003	नागालंड\N-NNP राज्याच्या\N_NN वायव्य\N_NN दिशेस\N_NN असलेले\V_VM कोहिमा\N-NNP समुद्रसपाटीपासून\N_NN ,\RD_PUNC ५००\N_NN मीटर\N_NN उंचीवर\N_NST वसलेले\V_VM आहे\V_VM .\RD_PUNC
htd8004	संपूर्ण\QT_QTF वर्षभरात\N_NN तुम्ही\PR_PRP कधीही\PR_PRQ जा\V_VM ;\RD_PUNC वर्षभर\N_NN हवामान\N_NN आल्हाददायक\JJ असते\V_VM .\RD_PUNC
htd8005	डिसेंबरमध्ये\N_NN एक\QT_QTC खाब\N_NN होर्निबल\N_NN पर्व\N_NN साजरे\N_NN केले\V_VM जाते\V_VM ,\RD_PUNC ज्यामध्ये\PR_PRL राज्यातील\N_NN सर्व\QT_QTF जनजाती\N_NN सहभागी\N_NN होतात\V_VM .\RD_PUNC दूर\N_NST दूरवरून\N_NST हा\DM_DMR उत्सव\N_NN पाहण्यास\N_NN लोक\N_NN येतात\V_VM .\RD_PUNC
htd8006	प्रतिबंधित\JJ क्षेत्रात\N_NN परवान्यांमध्ये\N_NN (\RD_SYM आर\N_NN .\RD_PUNC ए\N_NN .\RD_PUNC पी\N_NN .\RD_PUNC )\RD_SYM शिथीलता\N_NN दिल्याने\V_VM राज्यात\N_NN अंतरराष्ट्रीय\JJ पर्यटकांचे\N_NN येणे\V_VM जाणे\V_VM सुरू\N_NN झाले\V_VM आहे\V_VAUX ,\RD_PUNC येथे\DM_DMD विदेशी\JJ पर्यटक\N_NN दरवर्षी\N_NN मोठ्या\JJ संख्येने\N_NN येतात\V_VM .\RD_PUNC
htd8007	सरळ\RB ,\RD_PUNC साध्या,निष्कपट\JJ तसेच\CC_CCD शूर\JJ आणि\CC_CCD निर्भय\JJ नागा\JJ लोकांचा\N_NN कोहिमा\N-NNP प्रदेश\N_NN म्हणजे\CC_CCD हिमालय\N-NNP पर्वत-शृंखलेचे\N_NN नैऋत्य\N_NN क्षेत्र\N_NN आहे\V_VM .\RD_PUNC
htd8008	कोहिमाचे\N-NNP प्रदूषणरहित\JJ शुद्ध\JJ वातावरण\N_NN येणार्‍या\V_VM प्रवाशांना\N_NN असा\JJ ताजेपणा\N_NN देते\V_VM की\CC_CCS जो\PR_PRL ते\PR_PRL कधीही\N_NN विसरू\V_VM शकणार\V_VAUX नाहीत\V_VAUX .\RD_PUNC
htd8009	विविधरंगी\JJ संस्कृती\N_NN असणारे\V_VM कोहिमा\N-NNP शहर\N_NN अत्यंत\RP_INTF चैतन्यपूर्ण\JJ भासते\V_VM .\RD_PUNC
htd8010	पूर्वोत्तर\N_NN भारताच्या\N-NNP सात\QT_QTC राज्यांपैकी\N_NN नागालंडची\N-NNP भौगोलिक\N_NN स्थिती\N_NN युद्धदृष्ट्या\N_NN अत्यंत\RP_INTF महत्त्वपूर्ण\N_NN आहे\V_VM .\RD_PUNC
htd8011	नागालंडला\N-NNP पूर्वेस\N_NN म्यामारने\N-NNP ,\RD_PUNC पश्चिमेस\N_NN आसामने\N-NNP ,\RD_PUNC उत्तरेस\N_NN अरुणाचल\N-NNP प्रदेशने\N_NN आणि\CC_CCD दक्षिणेस\N_NN मणिपूरने\N-NNP वेढले\V_VM आहे\V_VAUX .\RD_PUNC
htd8012	नागालंड\N_NNP राज्याची\N_NN सरकारी\JJ भाषा\N_NN नागामीज\N_NN आहे\V_VM .\RD_PUNC
htd8013	नागामीज\N_NN भाषेचे\N_NN (\RD_SYM नागालंडची\N_NN भाषा\N_NN )\RD_SYM आसामीशी\N_NN खूप\QT_QTF साधर्म्य\N_NN आहे\V_VM .\RD_PUNC
htd8014	नागालंडच्या\N-NNP प्रेक्षणीय\JJ स्थळांपैकी\N_NN एक\QT_QTC म्हणजे\CC_CCD ,\RD_PUNC पर्वतावर\N_NN वसलेले\V_VM कोहिमा\N-NNP जे\PR_PRL पूर्णपणे\RB आधुनिकतच्या\N_NN रंगात\N_NN रंगलेले\V_VM असे\JJ शहर\N_NN आहे\V_VM .\RD_PUNC
htd8015	कोहिमामध्ये\N-NNP युवक-युवतींपासून\N_NN ते\CC_CCD वृद्धांपर्यंत\N_NN सर्वजण\N_NN आधुनिक\JJ पेहेरावात\N_NN रस्त्यावर\N_NN फिरताना\V_VM दिसतात\V_VM .\RD_PUNC
htd8016	कोहिमातील\N-NNP बाजारात\N_NN महिलांचे\N_NN घोळके\N_NN कुठे\PR_PRQ संत्री\N_NN तर\CC_CCS कुठे\PR_PRQ इतर\JJ फळे\N_NN विकताना\N_NN दिसतात\V_VM .\RD_PUNC
htd8017	कोहिमातील\N-NNP घराघरामध्ये\N_NN विणकाम\N_NN केले\V_VM जाते\V_VAUX .\RD_PUNC
htd8018	कोहिमा\N-NNP शहरात\N_NN बघण्यासारखे\V_VM आहे\V_VM ,\RD_PUNC दुसऱ्या\QT_QTC विश्वयुद्धात\N_NN जपानी\JJ लोकांकडून\N_NN मारल्या\V_VM गेलेल्या\V_VM इंग्रज\N_NN सैनिकांच्या\N_NN स्मरणार्थ\RB निर्मिलेले\V_VM ’वॉर\N_NN मेमोरियल’\N_NN .\RD_PUNC
htd8019	कोहिमातील\N-NNP प्राणी-उद्यान\N_NN डोंगराच्या\N_NN उतारावर\N_NN आहे\V_VM .\RD_PUNC
htd8020	नागालंडमध्ये\N-NNP आढळणार्‍या\V_VM प्रत्येक\QT_QTF प्रकारच्या\N_NN पशु-पक्ष्यांची\N_NN सुंदर\JJ झलक\N_NN ,\RD_PUNC पर्यटक\N_NN कोहिमातील\N-NNP प्राणी\N_NN उद्यानात\N_NN बघू\V_VM शकतात\V_VAUX .\RD_PUNC
htd8021	कोहिमाच्या\N-NNP प्राणी-उद्यानात\N_NN पर्यटक\N_NN दुर्मिळ\JJ पशु-पक्ष्यांनाही\N_NN बघू\V_VM शकतात\V_VAUX ,\RD_PUNC उदा.\N_NN गोल्डन\JJ माकड\N_NN .\RD_PUNC
htd8022	’कैथेलिक\N-NNP कैथेड्रल’\N-NNP कोहिमातीले\N-NNP महत्त्वपूर्ण\JJ स्थळ\N_NN आहे\V_VM .\RD_PUNC
htd8023	’कैथेलिक\N-NNP कैथेड्रल’\N-NNP ईशान्य\N_NN भागातील\N_NN सगळ्यात\JJ मोठे\JJ चर्च\N_NN आहे\V_VM .\RD_PUNC
htd8024	’कैथेलिक\N-NNP कैथेड्रल’\N-NNP चे\N_NN वास्तुशिल्प\N_NN दर्शनीय\JJ आहे\V_VM .\RD_PUNC
htd8025	ग्लास\N_NN पेंटिंग्सच्या\N_NN सुंदर\JJ कलाकृती\N_NN ’\RD_PUNC हे\DM_DMR कैथेलिक\N-NNP कैथेड्रल’\N-NNP चे\N_NN वैशिष्ट्य\N_NN आहे\V_VM .\RD_PUNC
htd8026	अशियातील\N-NNP सगळ्यात\JJ जास्त\QT_QTF जनसंख्या\N_NN असणारे\V_VM गाव\N_NN कोहिमाच\N-NNP आहे\V_VM .\RD_PUNC
