ID	Value
htd21001	मुंबईपासून\N-NNP उत्तर\N_NN दिशेला\N_NN वसलेले\V_VM बोर्डी\N-NNP एक\QT_QTC रमणीय\JJ पर्यटनस्थळ\N_NN आहे\V_VM .\RD_PUNC
htd21002	हहाणूबोर्डीचा\N-NNP समुद्रकिनारा\N_NN जवळजवळ\RB १७\QT_QTC कि.\N_NN मी.\N_NN पर्यंत\RP_RPD पसरलेला\V_VM आहे\V_VAUX .\RD_PUNC
htd21003	हा\DM_DMR प्रदेश\N_NN चीकू\N_NN तसेच\CC_CCD इतर\QT_QTF फळांसाठी\N_NN प्रसिद्ध\JJ आहे\V_VM .\RD_PUNC
htd21004	बोर्डी\N-NNP निवासी\JJ शाळांसाठी\N_NN देखील\RB प्रसिद्ध\JJ आहे\V_VM .\RD_PUNC
htd21005	येथून\PR_PRL जोरास्ट्रीयन\JJ लोकांचे\N_NN अदवादा\N-NNP स्थळ\N_NN पाहता\V_VM येते\V_VAUX .\RD_PUNC
htd21006	जवळचे\RB विमानतळ\N_NN मुंबई\N-NNP १४५\QT_QTC कि.\N_NN मी.\N_NN जवळचे\RB रेल्वे\N_NN स्थानक\N_NN घोलवड\N-NNP २\QT_QTC कि.\N_NN मी.\N_NN तसेच\CC_CCD डहाणू\N-NNP रेल्वे\N_NN स्थानकापासून\N_NN १५\QT_QTC कि.\N_NN मी.\N_NN आहे\V_VM .\RD_PUNC
htd21007	महामार्ग\N_NN मुंबईपासून\N-NNP बोर्डी\N-NNP १४५\QT_QTC कि.\N_NN मी.\N_NN ,\RD_PUNC डहाणूपासून\N-NNP बोर्डी\N-NNP १५\QT_QTC कि.\N_NN मी.\N_NN आहे\V_VM .\RD_PUNC
htd21008	विदर्भामध्ये\N-NNP चिखलदरा\N-NNP छोटासे\JJ थंड\JJ हवेचे\N_NN ठिकाण\N_NN वन्य\JJ जीवन\N_NN आणि\CC_CCD झर्‍यांमुळे\N_NN पर्यटकांचे\N_NN मन\N_NN आकर्षित\JJ करते\V_VM .\RD_PUNC
htd21009	कोल्काज\N-NNP ढाकना\N-NNP राष्ट्रीय\JJ उपवनामध्ये\N_NN वाघ\N_NN पहाण्यास\V_VM मिळतात\V_VAUX .\RD_PUNC
htd21010	मेळघाटचा\N-NNP व्याघ्र\N_NN प्रकल्पदेखील\N_NN ह्याच\DM_DMR प्रदेशात\N_NN आहे\V_VM .\RD_PUNC
htd21011	सेमाहोड\N-NNP फॉरेस्ट\N_NN लॉज\N_NN निवास\N_NN व्यवस्थादेखील\N_NN चांगली\JJ आहे\V_VM .\RD_PUNC
htd21012	कार्ल्यात\N-NNP चैत्य\N-NNP गुफा\N_NN पाहता\V_VM येतात\V_VAUX ज्यातून\PR_PRL पर्यटकांना\N_NN ईस\N_NN पूर्व\N_NN दुसर्‍या\QT_QTO शतकाची\N_NN झलक\N_NN पहायला\V_VM मिळते\V_VAUX .\RD_PUNC
htd21013	जवळच\RB भाजेमूव\N-NNP बेडसाच्या\N-NNP गुफा\N_NN पाहता\V_VM येतील\V_VAUX ज्या\PR_PRL कार्ल्यापासून\N-NNP ६\QT_QTC कि.\N_NN मी.\N_NN अंतरावर\N_NN आहेत\V_VM .\RD_PUNC
htd21014	१८व्या\N_NN शतकातील\N_NN लोहगड\N-NNP येथील\PR_PRL किल्ले\N_NN केवळ\JJ ३\QT_QTC कि.\N_NN मी.\N_NN अंतरावर\N_NN आहेत\V_VM .\RD_PUNC
htd21015	दर्शनीय\JJ स्थळ\N_NN विशाल\JJ बलवणदेखील\N-NNP जवळ\RB आहे\V_VM .\RD_PUNC
htd21016	कार्ल्यापासून\N-NNP जवळच\RB खंडाळा\N-NNP आणि\CC_CCD लोणावळा\N-NNP ही\DM_DMR थंड\JJ हवेची\N_NN ठिकाणं\N_NN आहेत\V_VM .\RD_PUNC
htd21017	कसे\PR_PRQ जावे\V_VM :-\N_NN जवळचे\RB विमानतळ\N_NN पुणे\N-NNP ५६\QT_QTC कि.\N_NN मी.\N_NN आहे\V_VM .\RD_PUNC
htd21018	जवळचे\RB रेल्वे\N_NN स्थानक\N_NN मलवली\N-NNP २\QT_QTC कि.\N_NN मी.\N_NN परंतु\CC_CCD लोणावळा\N-NNP रेल्वे\N_NN स्थानक\N_NN १०\QT_QTC कि.\N_NN मी.\N_NN जास्त\QT_QTF सोयीस्कर\RB आहे\V_VM .\RD_PUNC
