ID	Value
htd15001	पश्‍चिमोत्तर\N_NN हिमालयमध्ये\N_NNP स्थित\JJ `\RD_PUNC जन्सकार\N_NNP `\RD_PUNC देशातील\N_NN सर्वात\RP_INTF शुष्क\JJ तसेच\CC_CCD शीत\JJ प्रदेश\N_NN आहे\V_VM .\RD_PUNC
htd15002	जवळ\RB जवळ\RB ३\QT_QTC हजार\QT_QTC वर्गमीटरमध्ये\N_NN पसरलेला\V_VM हा\DM_DMR भूभाग\N_NN उत्तर\N_NN -\RD_PUNC पश्‍चिमेला\N_NN काश्मीर\N_NNP ,\RD_PUNC दक्षिणेला\N_NN लाहौल\N_NNP ,\RD_PUNC पूर्वेला\N_NN तिबेट\N_NNP तसेच\CC_CCD पश्‍चिमेला\N_NN किश्तवार\N_NNP ह्यांनी\DM_DMR वेढलेला\V_VM आहे\V_VM .\RD_PUNC
htd15003	ह्याच\DM_DMR प्रदेशात\N_NN दोन\QT_QTC विश्‍वप्रसिद्ध\JJ हिम\N_NN शिखर\N_NN ’नून’\N_NNP आणि\CC_CCD ’खून’\N_NNP विद्यमान\N_NN आहेत\V_VM .\RD_PUNC
htd15004	ह्याचमुळे\DM_DMR नैसर्गिक\JJ सौंदर्य\N_NN ,\RD_PUNC बौद्ध\JJ गुफां\N_NN तसेच\CC_CCD प्राचीन\JJ संस्कृतिच्या\N_NN व्यतिरिक्‍त\JJ हे\DM_DMR क्षेत्र\N_NN गिर्यारोहणाचे\N_NN देखील\RB एक\QT_QTC प्रमुख\JJ आकर्षण\N_NN आहे\V_VM .\RD_PUNC
htd15005	हिवाळ्यात\N_NN अतिशय\RP_INTF हिमपात\N_NN झाल्यावर\V_VM जन्सकार\N_NNP क्षेत्र\N_NN अत्यंत\RP_INTF थंड\JJ ,\RD_PUNC दुर्गम\JJ व\CC_CCD सर्वथा\RP_INTF उजाड\JJ प्रदेशासारखे\N_NN होते\V_VM .\RD_PUNC
htd15006	१८३४\QT_QTC मध्ये\N_NST जम्मू\N_NNP -\RD_PUNC काश्‍मीरच्या\N_NNP डोगरा\N_NN शासकांचे\N_NN अधिपत्य\N_NN असल्याने\V_VM पहिले\QT_QTO जन्सकार\N_NNP लडाखच्या\N_NNP अंतर्गत\JJ एक\QT_QTC स्वतंत्र\JJ प्रदेश\N_NN होता\V_VM .\RD_PUNC
htd15007	जन्सकार\N_NNP क्षेत्र\N_NN लहान\JJ तिबेटच्या\N_NNP नावाने\N_NN देखील\JJ ओळखले\V_VM जात\V_VAUX होते\V_VAUX .\RD_PUNC
htd15008	जन्सकार\N_NNP प्रदेशातील\N_NN गाव\N_NN मुख्यत्वेकरून\CC_CCS दोन\QT_QTC प्रमुख\JJ नद्या\N_NN डांडा\N_NNP आणि\CC_CCD लिगली\N_NNP तसेच\CC_CCD त्यांच्या\PR_PRL उपनद्यांच्या\N_NN घाटांच्यां\N_NN मध्ये\N_NST वसलेले\V_VM आहेत\V_VAUX .\RD_PUNC
htd15009	गाव\N_NN वसवण्यासाठी\V_VM निवडलेली\V_VM ठिकाणें\N_NN ,\RD_PUNC स्त्री-पुरुष\N_NN ह्यांची\DM_DMR वेश-भूषा\N_NN ,\RD_PUNC धार्मिक\JJ उत्सव\N_NN ,\RD_PUNC देवी\N_NN -\RD_PUNC देवतांच्या\N_NN पूजेची\N_NN पद्धत\N_NN तसेच\CC_CCD रीति\N_NN -\RD_PUNC रिवाजांवर\N_NN इथली\DM_DMD भौगोलिक\JJ स्थिती\N_NN तसेच\CC_CCD हवामान\N_NN ह्यांचा\DM_DMR स्पष्‍ट\JJ प्रभाव\N_NN आहे\V_VM .\RD_PUNC
htd15010	लोकांचे\N_NN समाजिक\JJ तसेच\CC_CCD धार्मिक\JJ जीवन\N_NN मठ\N_NN -\RD_PUNC मंदिरांच्या\N_NN पूजेनेच\N_NN संचालित\JJ होते\V_VM .\RD_PUNC
