ID	Value
htd20001	गुजरातीमध्ये\N_NN जूनागडचा\N_NN अर्थ\N_NN प्राचीन\JJ किल्ला\N_NN होतो\V_VM  .\RD_PUNC
htd20002	जर\CC_CCS तुम्हीदेखील\PR_PRP जुने\JJ किल्ले\N_NN आणि\CC_CCD वन्य\JJ जीवन\N_NN ह्यांचा\DM_DMR अप्रतिम\RP_INTF संगम\N_NN पाहू\V_VM इच्छिता\V_VAUX तर\CC_CCS या\V_VM गुजरातमध्ये\N_NNP स्थित\JJ जूनागडला .\N_NNP
htd20003	मानले\V_VM जाते\V_VAUX की\CC_CCS अपरकोट\N_NNP किल्ला\N_NN यादवांची\N_NNP खुबी\N_NN आहे\V_VM की\CC_CCS कुठे-कुठे\PR_PRQ ह्याच्या\PR_PRP भिंती\N_NN २०\QT_QTC मीटरपर्यंत\N_NN उंच\JJ आहेत\V_VM  .\RD_PUNC
htd20004	ह्याच्या\DM_DMR भिंतीवर\N_NN केलेली\V_VM नक्क्षी\N_NN आतापर्यंत\RB सुरक्षित\JJ आहे .\V_VM
htd20005	ह्या\DM_DMR अनेक\QT_QTF वस्तूंशिवाय\N_NN किल्ल्याच्या\N_NN पश्‍चिम\JJ भिंतीवर\N_NN ठेवलेल्या\V_VM दोन\QT_QTC तोपदेखील\N_NN इथे\DM_DMD येणार्‍यांच्या\V_VM आकर्षणाचे\N_NN मोठे\JJ केंद्र\N_NN आहेत\V_VM  .\RD_PUNC
htd20006	ह्यांची\PR_PRP रचना\N_NN मिस्रमध्ये\N_NNP झाला\V_VM होता\V_VAUX  .\RD_PUNC
htd20007	ह्या\DM_DMR किल्ल्याच्या\N_NN चारही\QT_QTC बाजूंनी\N_NST बौद्ध\QT_QTF गुफा\N_NN आहेत\V_VM  .\RD_PUNC
htd20008	किल्ल्याच्या\N_NN एका\QT_QTC भागामध्ये\N_NN दोन\QT_QTC सुंदर\JJ बावड्या\N_NN आहेत\V_VM  .\RD_PUNC
htd20009	जूनागड\N_NNP गुजरातच्या\N_NNP काही\QT_QTF प्रसिद्ध\JJ शहरांपैकी\N_NN एक\QT_QTC आहे\V_VM  .\RD_PUNC
htd20010	मंदिरांची\N_NN भूमी\N_NN जूनागड\N_NNP गिरनार\N_NNP हिल्सच्या\N_NN कुशीत\N_NN वसलेले\V_VM आहे\V_VM  .\RD_PUNC
htd20011	तसे\RB तर\RP_RPD जूनागडमध्ये\N_NNP तुम्हाला\PR_PRP पाहण्यासाठी\V_VM खूप\QT_QTF काही\QT_QTF मिळेल\V_VM परंतू\N_NN इथले\DM_DMD वन्य\JJ जीवन\N_NN खूप\QT_QTF लोकप्रिय\JJ आहे\V_VM  .\RD_PUNC
htd20012	ह्याच्याशिवाय\N_NN इथे\DM_DMD उपस्थित\JJ प्राचीन\JJ मंदिर\N_NN व\CC_CCD गुफादेखील\N_NN तुम्ही\PR_PRP पाहू\V_VM शकतात\V_VAUX  .\RD_PUNC
htd20013	जूनागडच्या\N_NNP बाहेरील\N_NST प्रदेशात\N_NN गिरनार\N_NNP पर्वतावर\N_NN स्थित\JJ आहे\V_VM गिरनार\N_NNP मंदिर\N_NN  .\RD_PUNC
htd20014	शहरापासून\N_NN जवळजवळ\N_NST दोन\QT_QTC तासाच्या\N_NN ड्राइव्ह\N_NN नंतर\RB इथे\DM_DMD पोहचले\V_VM जाऊ\V_VAUX शकते\V_VAUX  .\RD_PUNC
htd20015	मंदिरापर्यंत\N_NN पोहचण्यासाठी\V_VM तुम्हाला\PR_PRP अनेक\QT_QTF हजार\QT_QTC जिने\N_NN चढावे\V_VM लागतात\V_VAUX  .\RD_PUNC
htd20016	गिरनार\N_NNP कधी\N_NST मुस्लिम\JJ शासक\N_NN बाबी\N_NNP नवाबचे\N_NNP राज्य\N_NN जूनागडची\N_NNP राजधानी\N_NN होते\V_VM  .\RD_PUNC
htd20017	तुम्ही\PR_PRP इथे\DM_DMD प्राचीन\JJ मंदिर\N_NN व\CC_CCD गुफा\N_NN पाहू\V_VM शकतात\V_VAUX  .\RD_PUNC
htd20018	ह्यांवर\PR_PRL खूपच\RP_INTF सुंदर\JJ नक्क्षीचे\N_NN कामदेखील\N_NN पाहायला\V_VM मिळते\V_VM  .\RD_PUNC
htd20019	गिरनारच्या\N_NNP रस्त्यात\N_NN तुम्हाला\PR_PRP अनेक\QT_QTF जागी\N_NN अशोक\N_NNP द्वारा\N_NN लावले\V_VM गेलेले\V_VAUX शिलालेख\N_NN नजर\N_NN येतील\V_VM  .\RD_PUNC
htd20020	हे\DM_DMR शिलालेख\N_NN खूप\QT_QTF मोठ्या\JJ दगडांवर\N_NN बनलेले\V_VM आहेत\V_VAUX  .\RD_PUNC
htd20021	ह्या\DM_DMR शिलालेखांवर\N_NN राजकीय\N_NN आदेश\N_NN कोरलेले\V_VM आहेत\V_VM  .\RD_PUNC
htd20022	हे\DM_DMR शिलालेख\N_NN तिसर्‍या\QT_QTO शतकात\N_NN ईसा\N_NN पूर्व\N_NN बनवले\V_VM गेले\V_VM होते\V_VAUX  .\RD_PUNC
htd20023	जर\CC_CCS तुम्ही\PR_PRP जूनागड\N_NN फिरायला\V_VM गेलात\V_VM तर\CC_CCS तिथले\DM_DMD वन्य\N_NN पशू\N_NN जीवन\N_NN अवश्य\RB फिरायला\V_VM जा\V_VM  .\RD_PUNC
htd20024	१४२४\QT_QTC वर्ग\N_NN किलोमीटरमध्ये\N_NN पसरलेले\V_VM गिर\N_NN वाइल्ड\N_NN लाइफ\N_NN साउथ\N_NN आफ्रीकाचे\N_NN शिवाय\CC_CCD जगातील\N_NN एकमेव\JJ स्थान\N_NN आहे\V_VM जिथे\DM_DMD सिंहांना\N_NN आपल्या\PR_PRP नैसर्गिक\JJ निवासस्थानामध्ये\N_NN राहताना\V_VM पाहिले\V_VM जाऊ\V_VAUX शकते\V_VAUX  .\RD_PUNC
htd20025	गिरचे\N_NN जंगल\N_NN सूके\N_NN सरळ\JJ उभे\JJ वृक्ष\N_NN ,\RD_PUNC कांटेदार\N_NN झाडी\N_NN व\CC_CCD हिरव्यागार\N_NN वृक्षांनी\N_NN भरलेले\V_VM आहे\V_VM  .\RD_PUNC
htd20026	गिरच्या\N_NN जंगलांमध्ये\N_NN सिंह\N_NN इथला\DM_DMD सर्वात\RP_INTF लोकप्रिय\JJ प्राणी\N_NN आहे\V_VM  .\RD_PUNC
htd20027	तसे\RB तुम्हाला\PR_PRP इथे\DM_DMD चित्तादेखील\N_NN पाहायला\V_VM मिळेल\V_VAUX  .\RD_PUNC
