ID	Value
htd17001	कॉफी\N_NN आणि\CC_CCD मसाल्यांच्या\N_NN मळ्यांशिवाय\N_NN कर्नाटकचे\N_NNP छोटे\JJ परंतू\N_NN खूप\QT_QTF सुंदर\JJ थंड\JJ हवेचे\N_NN ठिकाण\N_NN मदिकेरी\N_NN सेनेमध्ये\N_NN आपल्या\PR_PRF अधिकार्‍यांच्या\N_NN शौर्यासाठीदेखील\N_NN ओळखले\V_VM जाते\V_VAUX .\RD_PUNC
htd17002	तसे\RB येथील\PR_PRL दृश्ये\N_NN कोणाच्याही\PR_PRQ मनाला\N_NN शहराच्या\N_NN धावपळीपासून\N_NN दूर\RB शांततेसाठी\N_NN पुरेशी\QT_QTF आहेत\V_VM .\RD_PUNC
htd17003	ह्या\DM_DMR वर्षी\N_NN रिसेशनमुळे\N_NN लोकांचे\N_NN हिंडणे\V_VM -\RD_PUNC फिरणे\V_VM सर्वात\RP_INTF जास्त\QT_QTF प्रभावित\JJ झाले\V_VM .\RD_PUNC
htd17004	त्यातही\PR_PRL वर्षाच्या\N_NN शेवटच्या\N_NN दोन\QT_QTC महिन्यांमध्ये\N_NN स्थिती\N_NN थोडी\QT_QTF ठीक\N_NN होती\V_VM परंतू\CC_CCD राहिलेले\V_VM महिने\N_NN पर्यटन\N_NN उद्योगधंद्याची\N_NN वाढ\N_NN नगण्यच\N_NN म्हणावी\V_VM लागेल\V_VAUX .\RD_PUNC
htd17005	नि:शंकपणे\N_NN आर्थिक\JJ स्तरावर\N_NN उपाहारगृह\N_NN संकल्पनेने\N_NN थोडी\QT_QTF -\RD_PUNC फार\QT_QTF कमाई\N_NN झाली\V_VM परंतू\CC_CCD ही\DM_DMR एका\QT_QTC काडीचा\N_NN आधार\N_NN म्हणुनही\CC_CCD सिद्ध\JJ झाली\V_VM नाही\V_VAUX .\RD_PUNC
htd17006	ह्या\DM_DMR वर्षी\N_NN ह्या\DM_DMR उद्योगधंद्याला\N_NN स्वाइन-फ्लूने\N_NN देखील\RB जबर\JJ नुकसान\N_NN पोहचवले\V_VM .\RD_PUNC
htd17007	जरी\CC_CCS स्वदेशी\JJ प्रवासावर\N_NN ह्याचा\PR_PRP कमी\QT_QTF प्रभाव\N_NN पाहायला\V_VM मिळाला\V_VAUX परंतू\CC_CCD कमाईचा\N_NN सर्वात\RP_INTF मोठा\JJ मार्ग\N_NN आंतरराष्ट्रीय\JJ बाजार\N_NN ह्या\DM_DMR आजारामुळे\N_NN नुकसानाचा\N_NN सौदा\N_NN सिद्ध\JJ झाले\V_VM .\RD_PUNC
htd17008	सुरुवातीला\N_NN स्वाइन-फ्लू\N_NN इतका\QT_QTF मोठा\JJ आजार\N_NN वाटत\V_VM होता\V_VAUX त्याला\PR_PRP पाहून\V_VM लोक\N_NN महिनाभर\N_NN फिरण्यासाठी\V_VM निघाले\V_VAUX नाही\V_VAUX .\RD_PUNC
htd17009	ह्या\DM_DMR दरम्यान\N_NN विमानतळावर\N_NN होणार्‍या\V_VM वैद्यकीय\JJ तपासणी\N_NN आणि\CC_CCD दूसर्‍या\QT_QTO पूर्ण\JJ चौकशीने\N_NN देखील\RB प्रवासाबद्दल\N_NN लोकांचा\N_NN कल\N_NN कमी\QT_QTF केला\V_VM .\RD_PUNC
htd17010	पुन्हा\RB एअरलाइंसच्या\N_NN भाड्यामध्ये\N_NN वाढदेखील\N_NN प्रवास\N_NN उद्योगधंद्यासाठी\N_NN नुकसानाचे\N_NN कारण\N_NN सिद्ध\JJ झाले\V_VM .\RD_PUNC
htd17011	उद्योगधंद्याचे\N_NN पूर्ण\JJ लक्ष\N_NN नफा\N_NN कमवण्यावर\V_VM राहिले\V_VAUX .\RD_PUNC
htd17012	ह्याचा\PR_PRP परिणाम\N_NN असा\JJ झाला\V_VM की\CC_CCS अनेक\QT_QTF प्रतिनिधी\N_NN कार्यालये\N_NN जी\PR_PRL स्वस्त\JJ किंमतीत\N_NN प्रमोशनल\N_NN सहल\N_NN उपलब्ध\JJ करुन\V_VM देत\V_VAUX होती\V_VAUX ती\DM_DMR पूर्ण\JJ वर्षभर\N_NN असे\RB करण्यात\V_VM सफल\JJ झाली\V_VM नाहीत\V_VAUX .\RD_PUNC
htd17013	मंदी\N_NN असल्यामुळे\V_VM विमानांच्या\N_NN उड्डाणांचा\N_NN वेग\N_NN कमी\QT_QTF राहिला\V_VM ज्यामुळे\CC_CCD हे\DM_DMR उद्योगधंद्यासाठी\N_NN कमाईचे\N_NN साधन\N_NN नाही\V_VM बनू\V_VAUX शकले\V_VAUX .\RD_PUNC
htd17014	२००९\N_NN ची\N_NN सुरुवात\N_NN २६\QT_QTC नोव्हेंबर\N_NN २००८\N_NN ला\N_NN मुंबईवर\N_NNP झालेल्या\V_VM दहशतवादी\N_NN हल्ल्याच्या\N_NN भीतीने\N_NN झाली\V_VM .\RD_PUNC
htd17015	देशात\N_NN अतिदक्षतेचा\N_NN इशारा\N_NN घोषित\N_NN केल्याने\V_VM भारतात\N_NNP येणारे\V_VM प्रवासी\N_NN कमी\QT_QTF झाले\V_VM .\RD_PUNC
htd17016	पहिल्यापासून\RB जे\PR_PRL आगाऊ\JJ आरक्षण\N_NN केले\V_VM होते\V_VAUX तेदेखील\PR_PRL रद्द\N_NN केले\V_VM गेले\V_VAUX .\RD_PUNC
htd17017	ह्याचा\PR_PRP प्रभाव\N_NN पूर्ण\JJ सहा\QT_QTC महिन्यापर्यंत\N_NN पाहायला\V_VM मिळाला\V_VAUX .\RD_PUNC
htd17018	त्या\DM_DMR अनेक\QT_QTF मोठ्या\JJ जागा\N_NN ज्या\PR_PRL प्रवाशांसाठी\N_NN स्वर्ग\N_NN असायच्या\V_VM प्रवासी\N_NN तेथे\DM_DMD राहण्यासाठी\V_VM घाबरतात\V_VAUX .\RD_PUNC
htd17019	जरी\CC_CCS नंतर\RB उपाहारगृहात\N_NN प्रयुक्त\N_NN केलेल्या\V_VM कडक\JJ सुरक्षिततेमुळे\N_NN प्रवाश्यांचा\N_NN विश्‍वास\N_NN पुन्हा\RB जागा\N_NN झाला\V_VM परंतू\CC_CCD ८\QT_QTC ते\DM_DMR १०\QT_QTC महिन्यात\N_NN उपाहारगृह\N_NN उद्योग\N_NN पूर्णपणे\RB नुकसानात\N_NN गेले\V_VM .\RD_PUNC
htd17020	हो\V_VM एक\QT_QTC आणखी\RB कारण\N_NN निवडणूक\N_NN होती\V_VM .\RD_PUNC
htd17021	ह्या\DM_DMR वर्षी\N_NN लोकसभा\N_NN निवडणूकी\N_NN बरोबर\JJ काही\QT_QTF आणखी\RB निवडणूका\N_NN झाल्या\V_VM हेदेखील\PR_PRL पर्यटनासाठी\N_NN चांगल्याच\JJ नुकसानकारक\JJ ठरल्या\V_VM .\RD_PUNC
htd17022	ह्या\DM_DMR दरम्यान\N_NN काही\QT_QTF महिने\N_NN आंतरराष्ट्रीय\JJ प्रवास\N_NN जवळजवळ\RB ठप्प\N_NN राहिले\V_VM .\RD_PUNC
htd17023	प्रादेशिक\JJ प्रवास\N_NN वाढला\V_VM परंतू\CC_CCD तो\DM_DMR इतका\QT_QTF नव्हता\V_VM की\CC_CCS त्याने\PR_PRP पर्यटन\N_NN उद्योगधंद्यावर\N_NN काही\QT_QTF सकारात्मक\JJ प्रभाव\N_NN पडू\V_VM शकेल\V_VAUX किंवा\CC_CCD उद्योगधंदा\N_NN मंदीच्या\N_NN मार्‍यातून\N_NN सुधारू\V_VM शकेल\V_VAUX .\RD_PUNC
htd17024	अशा\JJ तर्‍हेने\N_NN तर\CC_CCS सुधारणेच्या\N_NN नावावर\N_NN ह्या\DM_DMR वर्षी\N_NN खूप\QT_QTF काही\QT_QTF झाले\V_VM परंतू\CC_CCD मंदीमुळे\N_NN बाजार\N_NN थंड\JJ होता\V_VM .\RD_PUNC
htd17025	जर\CC_CCS पैसे\N_NN नसतील\V_VM तर\CC_CCS लोक\N_NN फिरतील\V_VM कसे\PR_PRQ ?\RD_PUNC
htd17026	पगार\N_NN कापला\V_VM जाणे\V_VAUX आणि\CC_CCD काटकसर\N_NN यासारख्या\PR_PRL कारणांमुळे\N_NN ह्या\DM_DMR वर्षी\N_NN फिरायला\V_VM जाणे\V_VAUX आणि\CC_CCD आनंद\N_NN मिळवण्याबद्दल\V_VM कोणीच\N_NN विचार\N_NN करु\V_VM शकले\V_VAUX नाही\V_VAUX .\RD_PUNC
htd17027	उघड\JJ आहे\V_VM पर्यटन\N_NN विभागासाठी\N_NN हे\DM_DMR वर्ष\N_NN खूप\QT_QTF चांगले\JJ नाही\V_VM राहिले\V_VAUX .\RD_PUNC
htd17028	प्रत्येक\QT_QTF वर्षी\N_NN मोठ्या\JJ संख्येने\N_NN येणारे\V_VM विदेशी\JJ पाहुणे\N_NN भारतात\N_NNP नाही\V_VM आले\V_VAUX आणि\CC_CCD भारतीयदेखील\JJ फिरण्यासाठी\V_VM परदेशी\JJ सहलीला\N_NN नाही\V_VM गेले\V_VAUX .\RD_PUNC
htd17029	यामुळे\PR_PRL उद्योगधंद्या\N_NN तर\CC_CCS प्रभावित\JJ झालाच\V_VM आणि\CC_CCD उपाहारगृह\N_NN उद्योगधंद्यालादेखील\N_NN खूप\QT_QTF नुकसान\N_NN सहन\N_NN करावे\V_VM लागले\JJ .\RD_PUNC
htd17030	पुन्हा\RB पर्यटनासाठी\N_NN सर्वात\RP_INTF कमाई\N_NN हॊणारे\V_VM महिने\N_NN एप्रिल\N_NN ते\DM_DMR अक्‍टोबरपर्यंत\N_NN प्रत्येक\QT_QTF एयरलाइंसने\N_NN आपल्या\PR_PRF भाड्यात\N_NN वाढ\N_NN केली\V_VM .\RD_PUNC
htd17031	एकीकडे\N_NST कंपन्यांनी\N_NN लोकांच्या\N_NN पगारात\N_NN कपात\N_NN केली\V_VM आणि\CC_CCD नोकरी\N_NN हिसकावून\V_VM घेतली\V_VAUX तर\CC_CCS दूसरीकडे\N_NST हिंडणे\V_VM -\RD_PUNC फिरणे\V_VM महाग\JJ झाले\V_VM .\RD_PUNC
htd17032	ह्याचा\PR_PRP परिणाम\N_NN हा\DM_DMR झाला\V_VM की\CC_CCS ६०\QT_QTC टक्के\N_NN स्थानिक\N_NN प्रवाश्यांनी\N_NN रेल्वे\N_NN व\CC_CCD बसेसनी\N_NN प्रवास\N_NN केला\V_VM .\RD_PUNC
htd17033	निवडणूकीच्या\N_NN दरम्यान\N_NN पर्यटन\N_NN तीन\QT_QTC ते\DM_DMR चार\QT_QTC महिने\N_NN पूर्णपणे\RB ठप्प\N_NN राहिले\V_VM .\RD_PUNC
htd17034	गोवा\N_NNP आणि\CC_CCD राजस्थान\N_NNP दोन\QT_QTC अशी\JJ राज्ये\N_NN होती\V_VM जेथून\PR_PRL चांगली\JJ कमाई\N_NN होत\V_VM होती\V_VAUX तेथूनदेखील\PR_PRL पर्यटन\N_NN उद्योगधंद्याची\N_NN काही\QT_QTF खास\JJ कमाई\N_NN नाही\V_VM झाली\V_VAUX .\RD_PUNC
htd17035	कर्नाटकमध्ये\N_NNP मँगलोरपासून\N_NNP तीन\QT_QTC तासाचा\N_NN प्रवास\N_NN तुम्हाला\PR_PRF कुर्गच्या\N_NNP जवळ\RB वसलेल्या\V_VM एका\QT_QTC छोट्या\JJ व\CC_CCD अलौकिक\JJ सुंदरतेने\N_NN भरलेल्या\V_VM ठिकाणी\N_NN घेऊन\V_VM जाईल\V_VAUX .\RD_PUNC
htd17036	दक्षिणेच्या\N_NN ह्या\DM_DMR सर्वात\RP_INTF आनंददायक\N_NN थंड\JJ हवेच्या\N_NN ठिकाणाचे\N_NN नाव\N_NN आहे\V_VM मदिकेरी\N_NNP .\RD_PUNC
htd17037	आपल्या\PR_PRF वैशिष्ट्यांमुळे\N_NN ह्या\DM_DMR ठिकाणाला\N_NN भारताचे\N_NNP स्कॉटलँडदेखील\N_NNP म्हटले\V_VM जाते\V_VAUX .\RD_PUNC
htd17038	मदिकेरी\N_NNP कॉफी\N_NN व\CC_CCD मसाल्यांच्या\N_NN शेतीसाठीही\N_NN ओळखले\V_VM जाते\V_VAUX .\RD_PUNC
htd17039	तसे\RB ह्या\DM_DMR ठिकाणाच्या\N_NN सुंदरतेमध्ये\N_NN मग्न\JJ होण्याच्या\V_VM आधी\RB तुम्हाला\PR_PRF येथील\PR_PRL रस्तादेखील\N_NN कमी\QT_QTF भुरळ\N_NN घालणार\V_VM नाही\V_VAUX .\RD_PUNC
htd17040	कुर्गमध्ये\N_NNP प्रवेश\N_NN करण्याआधी\V_VM तुम्ही\PR_PRP काही\QT_QTF वेळ\N_NN सुलैयाला\N_NNP अवश्य\RB थांबा\V_VM .\RD_PUNC
htd17041	येथील\PR_PRL सांबार\N_NN -\RD_PUNC वडॆ\N_NN आणि\CC_CCD फिल्टर\N_NN कॉफीचा\N_NN स्वाद\N_NN तुम्हाला\PR_PRF बर्‍याच\N_NN काळापर्यंत\N_NN आठवणीत\N_NN राहील\V_VM .\RD_PUNC
htd17042	स्वादाशिवाय\N_NN पांढरे\JJ धोतर\N_NN घातलेल्या\V_VM स्वयंपाक्याला\N_NN कॉफी\N_NN व\CC_CCD दूध\N_NN दोन\QT_QTC ग्लासांच्या\N_NN मदतीने\N_NN एकत्र\JJ करताना\V_VM पाहणे\V_VAUX देखील\RB कमी\QT_QTF चित्तवेधक\N_NN नसेल\V_VM .\RD_PUNC
htd17043	कॉफी\N_NN व\CC_CCD चहा\N_NN सर्व\QT_QTF करण्याची\V_VM ही\DM_DMR इथली\PR_PRL पारंपरिक\JJ पद्धत\N_NN आहे\V_VM .\RD_PUNC
htd17044	ह्या\DM_DMR हंगामात\N_NN तर\CC_CCS येथील\PR_PRL हवामान\N_NN आनंददायक\JJ असेलच\V_VM परंतू\CC_CCD उन्हाळ्यामध्येही\N_NN येथील\PR_PRL दौरा\N_NN मजेदार\JJ असेल\V_VM .\RD_PUNC
htd17045	खरोखर\RB समुद्रतळापासून\N_NN ११६६\QT_QTC मीटरच्या\N_NN उंचीवर\N_NN वसलेले\V_VM मदिकेरी\N_NNP प्रत्येक\QT_QTF मोसममध्ये\N_NN आनंददायक\JJ लहरीत\N_NN लहरत\N_NN असते\V_VM .\RD_PUNC
htd17046	आणि\CC_CCD येथील\PR_PRL दृश्य\N_NN तर\CC_CCS आपल्याला\PR_PRF इतके\QT_QTF मोहीत\N_NN करतील\V_VM की\CC_CCS तुम्ही\PR_PRP तुमच्या\PR_PRF पापणीही\N_NN लवणार\V_VM नाही\V_VAUX .\RD_PUNC
htd17047	कॉफी\N_NN मळा\N_NN व\CC_CCD पाठी\N_NN मागून\N_NST दिसून\V_VM येणार्‍या\V_VAUX पर्वतांना\N_NN तुम्ही\PR_PRP केवळ\JJ पाहातच\V_VM राहणार\V_VAUX .\RD_PUNC
htd17048	येथील\PR_PRL वातावरणाचा\N_NN खरा\RB आनंद\N_NN घ्यायचा\V_VM असेल\V_VAUX तर\CC_CCS संध्याकाळच्या\N_NN वेळी\N_NN टाउन\N_NN मॉलमध्ये\N_NN अवश्य\RB जा\V_VM_VF .\RD_PUNC
htd17049	येथे\DM_DMD तुम्हाला\PR_PRF स्थानिक\N_NN गर्दी\JJ पाहायला\V_VM मिळेल\V_VAUX ज्यायोगे\PR_PRL तुम्ही\PR_PRP येथील\PR_PRL संस्कृती\N_NN मूळापासून\N_NN अनुभवु\V_VM शकता\V_VAUX .\RD_PUNC
htd17050	येथे\DM_DMD राहण्याची\V_VM योजना\N_NN आहे\V_VM तर\CC_CCS एखाद्या\JJ कॉफी\N_NN वतनवाडीमध्ये\N_NN राहण्याबद्दल\V_VM विचार\N_NN करा\V_VM .\RD_PUNC
htd17051	येथील\PR_PRL शांत\JJ मुक्काम\N_NN तेव्हा\CC_CCS विलक्षण\JJ अनुभवामध्ये\N_NN बदलतो\V_VM जेव्हा\CC_CCS रात्रीच्या\N_NN शांततेत\N_NN लांबून\RB जनावरांचा\N_NN आवाज\N_NN येतो\V_VM .\RD_PUNC
